no_story,T1,no_span,no_bay,DI_cladire
8,0.623857469743842,3,2,2.35879118870861
9,1.102250894055,3,3,0.507254733075591
11,0.927212343961754,5,4,0.949265188738237
11,1.31786129500947,4,4,1.19353315181417
6,0.633103409560228,2,4,0.527808646785215
13,1.2939000956387,2,4,0.95823774698882
4,0.72150201815896,3,2,0.0696162001267482
9,0.935473453440337,2,2,2.03115201456751
6,0.718448309180116,2,5,0.679256859148348
12,0.931634185317631,4,5,1.8041684343484
5,0.542243430840207,2,4,0.484712563124838
4,0.64471326693304,3,2,0.697956579961908
8,0.884156830462863,4,2,0.78621017851171
13,1.62307763108955,5,4,0.878756474678027
9,0.976269030702884,5,2,0.280990811489565
13,1.1917049182617,3,5,0.488571231864421
12,1.3493388757566,3,4,0.392097386362824
10,1.26490380377668,3,3,0.2354128095528
13,1.44394209743737,5,2,1.21261169518044
7,0.52045010817907,5,3,0.591701307553403
6,0.733948750867492,2,3,1.47761723823173
13,1.90947090756152,3,4,0.255014988886867
13,1.43956421489064,3,2,0.848983252019617
6,0.875970561298885,3,4,0.258641761109003
4,0.654794430877863,2,3,0.169680665881118
13,1.15412944327598,3,5,0.847832894902
7,0.808211404283044,2,2,0.212286824187567
10,1.04091209802368,5,3,0.0738571883352149
5,0.585123271339193,4,3,0.410576612063209
4,0.550591031409715,3,3,0.171305940480533
8,0.861797885616421,2,5,0.758895308331552
8,0.793020473437838,5,2,0.0688261244066805
6,0.782816503199144,3,3,0.127255441264297
11,1.38809805517564,4,3,1.14852362264493
8,0.687007673689941,4,5,0.0840103311318176
9,0.806222918778862,2,2,0.513598985302902
7,0.61301519900127,3,3,0.963437262630774
5,0.656673692688388,4,5,0.088523959115863
5,0.594468279025587,2,5,0.117588210545473
6,0.804326026692881,4,2,0.150127044694672
7,0.665548551865981,2,3,0.282757567552982
13,1.21984789261256,4,5,1.63190235923917
5,0.638137114775517,3,5,0.126570736769127
12,1.16042323016368,4,3,0.586756836022298
10,1.00489218347042,3,2,0.18929458116188
4,0.734012303720541,3,4,0.0415754555058008
5,0.652798233324427,4,5,0.256832653273665
9,0.826510874759094,3,2,0.459874146950401
12,0.907530137157583,4,3,0.898979985102068
5,0.634836851692026,2,3,0.727054834248418
6,0.692785476135977,3,5,0.828825547029868
10,1.198226339358,4,4,0.599912515416625
13,1.24955463270296,5,5,1.27026573943386
13,1.1398839246778,2,5,1.0589046866399
9,0.682392613800685,3,5,0.721402502349257
10,0.995199573825172,3,5,0.39014921781208
10,1.08456280941228,2,4,1.29650525768965
4,0.698311186149912,2,5,0.0
12,1.25923123939367,5,4,0.689368412965689
12,1.78924830062156,2,2,0.075358968315278
8,0.77528281864054,2,5,0.265087810987677
12,1.29488125006148,3,3,0.682763249838422
7,0.917639740524274,3,2,0.398718511767185
7,0.758598996725977,3,2,0.210925560295343
11,1.48106529222444,2,2,0.219275713077641
7,0.694273256624036,3,4,0.0311180397901585
12,1.35807706925546,2,3,0.495538298774646
5,0.46522670037193,4,5,0.113692003755171
7,0.799060269458545,2,5,0.301852479610045
5,0.754549147904668,5,4,0.593453079402081
7,0.828080372879196,5,2,0.306389900968075
7,0.759508500953042,4,5,0.186860594552563
5,0.733575909321321,3,3,0.0316470264442271
11,0.964683077930464,4,3,0.0220716924601405
12,1.33881824049699,4,3,1.69202492977618
7,0.671623986022909,5,2,0.139871361435605
7,0.926418730467716,3,3,0.148248479824829
11,0.897354837764276,5,3,0.329926326974601
9,0.956988975367213,3,3,0.318729404730004
8,0.684914726237525,2,3,0.646648607421038
6,0.462356117599445,4,4,0.181741429534625
7,0.911474243867466,5,3,0.828050061644755
9,1.08652148832739,5,3,0.240816601587972
12,0.88868278115025,3,5,1.4612000136728
13,1.68679860424368,2,2,0.739903577075873
11,1.10032287379663,2,2,0.800280933675768
9,0.85127576417118,5,5,0.313351526451218
12,0.979961632131283,3,2,2.36453624153924
4,0.481356272107841,3,4,0.0
7,0.768187092492082,3,3,0.891718666291866
10,1.22544029991762,4,2,0.277266478915098
12,1.71914792731633,5,2,1.32757594280287
10,0.971867182100222,2,2,1.35832123813392
10,1.17255467291958,2,2,0.873720730196991
8,0.980792913264599,2,3,0.150925390547847
12,1.04363308241779,2,2,0.517101982436974
5,0.569923070395254,5,2,0.191539026307265
6,0.7456502842005,3,4,0.326428988861081
8,0.769775142549127,5,3,0.587103667350618
9,0.97529401630201,2,5,0.34058275841174
8,0.648721110027165,5,2,0.909226381773938
11,1.24079403556653,4,4,1.17251753896653
6,0.511585192761201,2,2,0.143119815688202
6,0.623890738457662,5,3,0.261626131478863
12,0.89613382919798,4,5,0.324507855810953
4,0.753997555193418,2,3,0.0
4,0.538060927645439,2,4,0.0577556040873709
7,0.791377607133188,2,4,0.239060431232451
7,0.598200315534542,3,4,0.223713572033624
6,0.629877440194825,5,2,0.573817836745941
11,1.2476557086882,4,2,0.641288143614268
13,1.08119350776176,2,4,0.731167783680522
12,0.955563808736655,2,3,0.407083758428402
7,0.804996280370664,2,5,0.7461169462316
12,1.28199363021113,4,3,0.500495762958802
6,0.596690064867563,5,5,0.321462912982899
6,0.494327787135807,3,3,0.353445172788638
9,0.929130187584067,2,2,0.112129140478785
9,0.829831935351377,3,3,0.301415525060111
6,0.593026185910562,2,2,0.136944938832704
13,1.13222624081905,4,3,0.507985053518778
9,0.989667623925538,5,2,1.2952112954867
13,1.03100529921689,5,3,0.874838316564201
13,1.34080420014004,2,4,1.73131448562512
8,1.0865978196371,3,2,0.643041718463281
7,1.01772179224884,3,2,0.257582726089749
7,0.673976867654591,4,4,0.324648522847066
4,0.657973348316988,4,2,0.0511894143757542
12,1.41951807718886,3,5,0.446972713519133
10,0.828669416358117,3,4,0.343985433487531
7,0.637709240276789,3,3,0.213936954833424
8,0.98486995650533,2,4,0.215773693560244
8,0.654379540260924,5,3,0.0424332499069024
4,0.49367747233456,3,3,0.136723784929956
8,0.785854566618474,3,2,0.199764287711921
9,0.810304443697765,2,5,0.42507631168087
8,0.679605108593254,3,3,0.0561089152775361
9,0.981650256776192,3,2,0.178737065249212
8,0.769605990064749,3,2,0.368857508772612
8,0.90776169045637,5,3,0.645771719635234
13,1.5308464855562,2,5,1.46685259455454
8,0.744014520637529,3,4,0.280309776658628
8,0.826268050325692,2,5,0.25593982466073
13,1.57630471439203,5,5,0.12156172819508
10,0.756508653978123,5,3,0.95607242548248
4,0.603312211468476,4,3,0.0521306546256255
6,0.743264984661462,2,4,0.223705229643763
8,0.696959060727102,3,2,0.580922596441119
13,1.40143271470059,3,3,1.83441716331279
11,1.14462231647968,3,4,0.33604104491806
5,0.597336691867914,5,5,0.298010887476131
9,0.778924984509488,4,3,2.38357572787902
4,0.640239646174342,4,4,0.205167806999214
12,0.844919009033459,3,3,0.589146490994152
7,0.862069189526396,3,2,0.243285536011387
7,0.771105258698023,3,3,0.437059098473577
9,0.923753300426951,3,4,0.397853156116646
7,0.630887815039133,4,4,0.0711718708729284
8,0.695552078325831,2,4,0.23546226217065
5,0.579226909063226,4,3,0.117480203943735
4,0.642064719114997,3,2,0.109780936563615
5,0.602621394497388,4,5,0.501501551695518
10,0.873740071053694,2,4,0.277955762819434
13,1.36291600543202,2,2,1.69147316631731
6,0.73352676969673,2,3,0.0
4,0.596510148701285,3,4,0.117524425937676
10,1.15801953702068,2,5,0.579670262628213
11,1.10025869258196,5,4,0.310764352323534
8,0.841591341577372,2,4,1.71202351967264
13,1.78707624293116,3,4,0.832787234071016
11,0.880607193451004,5,2,0.262182331554333
11,1.04922758512299,3,4,1.53355854477357
10,0.982876938551224,4,3,1.07362294043807
9,1.05925022381163,5,4,1.07194550257846
10,0.973704641565352,4,5,0.328553478707493
7,0.838712706902183,5,5,0.251047416895572
4,0.596441490364575,4,2,0.0
4,0.554564791446927,5,2,0.235459206050566
7,0.655180426689989,4,4,0.656247688133928
6,0.846440543402153,2,2,0.454715121961727
8,0.701692956404228,4,4,0.575843759251924
10,1.18538813112675,5,3,1.40686370433227
8,0.716749118156766,3,3,2.12063367824919
5,0.553014124340514,2,5,0.614595276019701
4,0.747792512032511,3,4,0.428213000567322
6,0.572560094835323,2,2,0.0576672646993348
9,0.808872254077621,5,4,0.567426283432045
13,1.16559835543491,2,4,0.597028384123237
13,1.23647153096351,2,5,1.02692640303886
8,0.670311932657617,4,4,0.140721752054819
11,1.20797451518457,4,4,2.07819025490747
13,1.03195162633252,3,4,0.943819964280219
13,1.01379416005044,5,5,1.59670668074353
8,0.844830168774233,5,2,0.130286348137496
5,0.441390537522714,3,2,0.0863515705823573
11,1.19507537674428,4,4,0.823554174420304
6,0.530948715448559,2,2,0.18320573950953
8,0.799707455764924,2,3,0.410923207896184
13,1.54497636607796,3,4,0.200646209802536
6,0.590781620916944,4,5,0.242954581020829
13,1.04339865194065,5,4,1.12239382190217
12,1.57007539864199,2,3,0.423362646246785
5,0.666217433055055,2,2,0.0288207100739863
11,1.00865900227571,3,3,1.79888516890596
12,0.976543175083086,4,5,0.650393207545672
10,0.865906732312488,5,5,0.0330270574102696
10,1.25323939957762,4,2,0.434058032373472
10,0.703262555747758,3,2,0.717715169395577
10,1.13825638500703,4,5,0.969021657623414
4,0.487261022879511,2,5,0.412786577257463
13,1.46288086133936,4,3,0.816691295069996
4,0.513784696599894,5,2,0.120416968078713
12,1.48254567160203,4,3,0.846811537217714
6,0.58415144784315,5,2,0.0711729900677254
13,2.28055477657685,2,2,0.651502773548911
4,0.625194488328791,2,2,0.0
9,0.93503498220781,5,2,0.169165804942937
4,0.682002720428772,2,2,0.31046650046755
4,0.654774372119346,3,4,0.274953401522013
9,0.83374928676458,3,2,0.126435864944189
10,1.31659341792562,5,5,0.161117871483919
10,0.768023005002656,2,3,0.155828633992864
5,0.493152575791012,2,4,0.300780531259895
11,0.897278072000039,2,4,1.13851098809687
9,0.86369196072391,3,4,0.0636780438767154
9,1.09034741329232,5,4,0.505171057531629
10,1.01316037288567,4,2,0.277665183282249
7,0.60662828253269,5,4,0.240015343558017
13,1.82403856482513,5,3,0.381725618691886
12,1.04231695228989,2,4,0.404126789293937
8,0.779873688596023,3,4,0.787143520372495
5,0.477770603266964,5,2,0.349463029848426
12,1.23754779831296,3,4,0.834467726529969
12,1.49700035860156,3,4,0.845875161057754
9,1.00351897340463,2,4,0.526720485026428
7,0.816033107032485,2,4,0.279231608698859
8,0.56377898999409,2,5,1.03079568720325
11,0.974926587335116,4,4,1.21544677254723
7,0.629393963879636,5,5,0.147738657962263
7,0.965624180110547,2,5,0.715354149030706
9,0.929512616432288,2,2,0.717535656037881
8,0.620208373761096,2,3,0.393267415466969
10,0.958889846045182,3,3,0.322807035727527
6,0.708338462909409,3,5,0.326084737320314
4,0.524999625651032,2,2,0.077393208625168
7,0.765959385651655,5,2,0.0527776337161668
5,0.665224822871254,3,2,0.185364947526459
6,0.488008829070496,2,2,0.271324929578382
9,0.948289140657646,5,4,2.36992058259971
5,0.578896329124255,3,2,1.10184781924697
9,0.967839706947225,4,4,0.0178134102864942
13,1.05156597445052,3,3,0.940350015523041
8,0.795795070853184,5,3,0.703898445980793
9,0.874207821602494,4,4,0.0035659341368041
8,0.841067503136714,4,2,0.244733304573052
11,1.07507276955649,5,5,0.470742569941217
12,1.20565844866675,5,2,0.389078935090948
13,0.973263017611906,3,2,2.21930234520094
8,0.969343177238639,3,4,0.293134019974524
4,0.728637126211486,5,3,0.153171407222598
11,1.17142371696815,4,4,1.18188024026912
10,1.2249290192622,2,3,0.592050114956103
6,0.65255826233322,3,4,0.587920919122832
12,1.34290712088839,4,2,1.4475501912077
13,1.15566064642395,2,3,0.672727678964997
7,0.552383186889024,3,5,0.658770640386203
13,0.988399997714932,3,5,0.903357423121701
11,1.55446232034102,5,3,0.24818763144213
5,0.551213106066232,4,3,0.0567078468222976
11,0.808734844621546,3,5,0.61720843757152
4,0.633427109791449,3,3,0.135721846794858
6,0.700661300241713,2,3,0.0321061456279587
5,0.665583120602199,3,2,0.0
7,0.842873267354352,2,2,0.318181914076474
5,0.563591140402592,3,4,0.59409673042779
9,1.04494909076175,4,3,0.543123652722907
13,1.58056828751022,5,4,0.237376148729288
5,0.702406593722898,3,3,0.0
11,1.38023971443222,3,5,1.03770802597449
9,1.08052511040624,4,5,0.266079498014622
10,1.05910061697071,3,3,1.91662348752667
6,0.627950621905388,4,2,0.206205081926166
5,0.688946579265874,4,4,0.0697954172429506
4,0.540697786774355,5,4,0.0998224746497018
5,0.665312978800924,2,2,0.299912396683157
11,1.12751660051139,5,2,0.678889494602556
10,0.852527210923909,5,5,0.513849611002106
4,0.779007533271133,2,5,0.133562504245945
8,0.681368207407941,3,3,0.0352882219633118
11,1.12388314777644,2,4,0.392994902088683
4,0.715391897216708,2,2,0.0940301376583314
4,0.577525744205919,4,2,0.0119033114303129
4,0.525767809757522,5,2,0.180394866017529
4,0.533208603095182,3,4,0.210890441619541
6,0.692224380757259,2,5,0.13421255564204
11,1.15818729722874,2,3,1.06646416569556
7,0.737360135696432,5,3,0.181560790576087
4,0.506588389771823,5,4,0.432326870334166
6,0.515084384555,2,4,0.405587101767418
5,0.661760261816787,3,4,0.487789432211649
7,0.771188295444261,5,3,0.219542308137937
11,1.44427015399264,2,2,0.783471000075429
13,1.83125041119063,3,5,0.487730984043458
10,0.783068365615105,5,4,0.059746388760983
11,1.03530118108869,3,5,0.182818276897843
6,0.691175663639644,5,5,0.108765341204234
11,1.02846474152971,5,2,2.05683153745808
7,0.721587961709913,5,4,0.456589799062363
6,0.777994678884968,3,5,1.44339402048717
9,1.02290829014921,2,3,0.857147712442398
9,0.860845284157587,3,4,0.423789997323718
12,1.5170341049586,2,5,1.2680551756153
4,0.71570545940279,2,3,0.0641326823338429
10,1.19374083682874,5,3,0.453512947013027
5,0.733522872416678,5,5,0.210618614743688
5,0.834980014305799,4,2,0.580629769584176
7,0.85885489275434,5,3,0.299612639888633
9,0.750305155683357,4,5,0.830559173285342
4,0.564882563356431,3,2,0.705239859879464
5,0.575028946991646,5,3,0.685149368431912
6,0.6615195212503,3,5,1.62394009705242
6,0.481210366454792,3,4,0.635003516410218
4,0.729556810705207,2,5,0.370473486982104
9,0.816926824790055,2,2,0.372591908361077
9,1.21047202076481,4,3,0.34979106385715
11,1.3018368664647,2,5,1.8326148144233
9,0.805838217955428,4,2,0.57853474945073
13,0.949654160740356,3,2,0.962015522493079
9,0.81783613255183,4,3,0.753339333644023
6,0.697063006868239,5,2,0.0836205474814368
7,1.12896117846459,2,5,0.865677845268901
13,1.4843470191832,4,5,0.738979158316912
8,0.675882083076888,4,3,0.0
5,0.501639852415275,3,3,0.0300586602784795
8,0.643904648427677,3,5,0.0701190297757715
11,1.2151176464741,2,3,1.30506624281577
8,0.791718931257334,4,3,0.818965170659335
13,1.40771705124961,5,5,1.2573100136555
12,1.07935483065077,3,3,1.38762789993831
6,1.05447242763792,3,4,0.259564873364711
11,1.33176713525884,5,4,0.880005751525917
5,0.604376434818993,3,2,0.168442199013882
11,1.19669230203205,3,5,1.36462945299314
9,0.827573885520477,3,2,1.19846584552312
9,0.868987947634304,5,5,0.227542992207129
9,0.718470340145852,3,3,0.395084162657454
5,0.906977457402664,3,3,0.455266817102937
5,0.774067210107112,3,4,0.538018942832134
13,1.37280948458568,5,5,0.570556266458337
12,1.48679320228962,5,5,1.28543866751642
8,0.913996066794678,2,5,0.597999745019306
5,0.766826835264829,3,5,0.248365622498219
10,1.1397992654632,4,3,0.220006371570259
7,0.84445014333879,3,3,0.0198480858625338
4,0.769554300034123,4,3,0.0273318151008733
6,0.634088686507686,5,3,0.0163284024229283
4,0.677986962419725,4,5,0.181347520497663
13,1.03720042410522,2,5,1.62670825439681
13,1.29601308132914,3,5,0.239935903027324
8,0.711603974857241,2,2,0.209355457150529
8,0.584995275007074,5,4,0.327556937362181
12,0.967067100995053,5,4,0.722479512095038
4,0.706260990658271,4,4,0.151282895033063
13,1.22000116421507,3,3,1.84058191816579
9,0.778242558809242,4,2,0.747405416595184
4,0.63986813022097,2,4,0.356100988093003
6,0.777045004257227,5,4,0.820634239238273
7,0.772163565530285,2,2,0.0436380784946948
10,0.815344080453298,5,5,0.624115517239394
8,0.759186166031289,3,3,0.277830114679283
8,0.667900397323112,5,4,0.342498190722776
6,0.537823681835906,4,2,0.0842369481806565
9,0.639053958789487,2,3,0.300189662182069
4,0.624425793450046,5,3,0.0143394446960151
6,0.526862701028513,4,4,0.237092219721821
6,0.573186681956788,2,2,0.243395089738132
11,1.36365999357842,2,3,1.9423222049408
12,1.02745269091506,5,4,1.2943381747892
13,1.45660626997821,2,3,1.06705288381171
9,0.809530437394092,4,5,0.54968088857786
10,0.884668886495756,3,4,0.315460328411242
4,0.443558444042296,4,5,0.23175932282141
13,1.43213747644719,5,4,0.733773222517291
9,0.943923755973227,3,4,0.46404595307471
5,0.711827013484996,5,2,0.0427146942183705
7,0.682157098106849,4,2,0.613995268787071
10,1.32141272531904,3,4,0.844053153207568
11,1.18847373049407,2,4,0.356070746143436
8,0.847353198553393,4,4,0.139701272919581
9,0.933379298970323,2,3,0.037679545418614
12,1.61938168160226,3,3,1.11192688658702
11,1.30747048576453,3,5,1.15871036903399
5,0.689654472169398,2,4,0.767399561141213
11,0.9944388830896,5,3,1.84921721180257
13,1.16086831737662,4,2,2.06685936078105
6,0.568762911590957,3,4,1.73483651862376
11,1.14698878778463,2,2,0.250027512680844
5,0.728670995083298,4,4,0.288443005601251
7,0.657350985016328,4,2,0.688833515774031
4,0.676568219978793,3,3,0.0547449663277585
7,0.580864635648248,3,3,0.314227691199773
7,0.737010447484731,3,3,1.61094690969729
7,0.706068825730877,2,2,2.1005169726491
7,0.6728917462865,3,4,0.398270127444907
9,1.06687441211088,3,2,0.589212612881129
9,0.820484929920758,3,3,0.676655964626357
13,1.20131483838661,2,5,0.808710398093073
13,1.37783323081544,5,4,1.03039467272027
12,1.4384647619211,2,2,0.728597770549265
7,0.676762494634696,4,5,0.0
7,0.985081271479506,5,4,0.288154032126954
8,0.849664389731165,3,4,0.374783425000111
9,0.904939597335217,5,3,0.35065551527904
5,0.511620498018299,5,5,0.578961073848645
5,0.502547263203348,2,2,0.100671684980582
4,0.790704878042936,4,4,0.325840252251736
4,0.682237383080939,2,5,0.0
7,0.604497579903391,5,4,0.146433635438205
7,0.799012105369841,5,5,0.348030336936531
6,0.788556883188751,2,4,0.261850749094994
11,1.12460138423731,5,3,0.710497524184692
10,0.751961078299957,3,2,0.532219597174986
8,0.797350754088117,4,2,0.986526270969037
9,1.16137095898005,4,2,1.26960408232781
9,0.754451534698338,4,3,0.0
11,1.65422692531886,4,3,1.16108430247975
8,0.986168234090932,4,5,0.0806672813432947
5,0.590290101393244,4,4,0.0923581808368804
12,1.1011501043397,3,5,0.402697510667642
11,0.7928,3,4,0.42707
4,0.70759,5,5,0.10976
4,0.61503,3,5,0.021391
4,0.76737,4,5,0.15934
7,0.97947,5,4,0.33229
13,1.6248,5,4,0.54638
13,1.316,4,2,1.2387
5,0.97222,2,5,1.2116
12,1.0161,2,3,0.64781
5,0.41956,5,5,0.2445
6,0.44078,5,2,0.7549
7,0.78384,5,3,0.29109
12,1.5227,2,4,0.56652
10,1.041,3,5,0.12126
12,1.0844,4,3,0.7423
10,0.97974,4,5,0.38139
12,1.0151,2,4,1.3012
10,0.88467,3,5,0.20415
8,0.69175,5,3,0.4114
8,0.90013,3,4,0.10969
6,0.4888,2,4,0.063182
5,0.53265,3,2,0.13373
6,0.90581,4,3,0.32637
5,0.552,5,2,0.2199
8,0.76325,2,5,0.17364
12,1.4259,5,2,0.9112
8,0.84753,5,5,0.20706
8,0.57251,3,4,0.5949
7,0.72496,5,3,0.069914
5,0.73854,5,5,0.33194
10,1.2577,2,4,0.71726
7,0.50458,3,3,0.32833
7,0.7947,3,3,0.60215
9,0.80988,5,3,0.020925
13,1.4999,2,3,0.24762
10,0.77839,2,4,0.79497
10,0.97914,2,3,0.20134
12,1.0195,2,2,0.87945
11,1.0514,3,5,2.2835
12,0.95239,4,4,1.1584
8,0.76257,5,2,0.37252
6,0.69363,4,5,0.41724
9,0.82511,4,3,0.48434
7,0.74529,2,4,1.5657
5,0.59711,2,2,0.69133
5,0.59067,5,5,1.2629
11,1.4884,4,4,1.5245
9,0.77288,3,2,0.88034
6,0.86372,2,3,0.24991
9,0.82461,3,2,0.28282
12,1.1041,3,3,0.26947
6,0.52108,5,4,0.1436
11,1.2053,2,2,0.33348
8,0.79152,3,3,0.64762
5,0.62234,4,2,0.33035
5,0.70346,2,3,0.75134
5,0.44013,5,3,0.10641
4,0.70309,3,4,0.61725
10,0.97911,2,3,0.41676
10,0.86669,4,3,0.70774
4,0.51765,5,5,0.16331
11,1.0185,2,5,0.64488
11,1.6173,4,5,0.96668
9,1.0852,3,5,0.15109
12,1.4965,5,2,0.59943
9,0.85584,4,2,0.32097
5,0.66454,4,4,0.62616
8,0.72028,2,4,0.54114
13,1.9114,2,3,0.76405
5,0.76278,4,3,0.13242
5,0.55589,3,4,0.059415
10,1.0683,4,4,1.6159
4,0.55785,5,3,0.18201
9,0.82513,4,3,0.19806
4,0.48132,5,3,0.42879
6,0.50445,2,3,0.28213
7,0.64912,2,5,0.64535
11,0.96376,2,3,0.567
10,0.94241,4,5,0.51442
7,0.50002,4,2,0.69487
4,0.69101,2,4,0.37829
11,0.84581,3,3,0.14196
5,0.72142,2,5,0.16045
8,0.71122,4,5,0.32828
10,0.80687,4,3,0.86929
4,0.5826,4,3,0.041445
13,1.3016,5,4,1.4651
9,0.73372,5,4,0.1441
5,0.75057,3,5,0.0
10,0.92941,4,4,0.21561
13,1.1404,5,3,1.6636
13,1.1005,3,4,0.49743
6,0.61751,4,2,0.43223
13,1.9342,5,5,0.7921
10,0.79366,5,2,0.58206
7,0.54456,4,2,0.84682
6,0.64786,4,4,0.57412
10,1.1257,3,5,0.74109
12,1.1574,5,2,0.97896
10,0.90533,2,2,0.81544
13,1.3435,5,2,0.48162
7,0.72506,3,4,0.3091
12,1.1639,5,5,0.61863
8,0.80425,2,5,0.64508
4,0.66617,5,2,0.034496
7,0.5158,2,2,0.13454
11,1.2435,3,4,1.7343
12,0.98322,4,3,0.66762
4,0.52409,5,5,0.22262
4,0.69892,2,3,0.059405
11,1.1833,2,4,1.2569
6,0.73227,2,4,0.012234
11,1.073,5,4,0.37896
12,1.0429,5,4,0.84899
7,0.74587,4,3,0.049523
10,1.4288,2,5,0.48135
9,0.85707,3,4,0.38142
11,1.1912,3,2,0.29973
6,0.81204,2,3,0.0
8,0.59015,3,2,1.3854
11,1.1303,2,4,1.9599
7,0.81393,3,3,0.16817
8,0.8724,4,3,0.37714
13,1.2071,3,2,0.55997
7,0.64312,5,3,0.24422
12,1.1765,3,5,1.1621
9,0.87569,3,3,0.074402
5,0.69616,2,5,0.0024158
7,0.83054,3,2,1.7724
5,0.5653,2,5,1.0206
5,0.62281,3,3,0.95087
9,0.92003,5,4,0.84764
9,0.96688,2,2,0.22226
11,1.171,4,4,0.68333
10,1.3633,3,3,0.20498
13,1.1181,4,4,0.94956
11,1.3637,3,2,0.32293
6,0.76772,3,2,0.11305
12,1.3942,5,5,0.52241
9,1.0689,5,2,0.59742
11,1.2015,2,3,0.40381
10,0.98687,2,2,1.8183
6,0.52299,3,4,1.5453
8,0.69217,3,5,0.30327
12,1.3726,2,5,0.46191
13,1.2893,3,5,1.214
13,1.1702,4,2,1.1424
9,1.0107,3,3,0.76085
8,0.70249,5,4,0.24097
7,0.72859,4,5,0.74928
13,1.5054,5,5,0.37073
6,0.89666,3,2,0.92078
9,0.96266,4,2,1.0164
13,1.8242,4,5,0.63769
5,0.46273,2,5,0.54388
13,1.12,3,2,1.7091
7,0.79932,4,2,0.28831
10,0.83119,3,4,0.6791
10,1.1459,4,4,0.70064
5,0.53788,3,3,0.034784
11,1.0141,2,4,0.85571
4,0.76253,4,5,0.0
8,0.89341,4,4,0.19665
7,0.58275,2,5,0.22028
11,0.95141,3,2,0.31734
10,1.0285,4,3,0.55105
13,1.272,5,5,0.7808
10,0.81957,3,4,1.6128
7,0.55093,5,2,0.81648
7,0.86376,4,4,0.048868
11,0.99377,5,2,1.36
7,0.7502,2,2,0.053023
9,0.66492,3,5,0.33875
8,0.59422,2,5,0.083526
10,0.93972,3,4,1.0244
11,1.4804,2,5,1.0296
7,0.55911,5,2,0.40369
5,0.94204,4,4,0.11114
5,0.5872,3,5,0.031706
6,0.75997,4,2,0.40926
5,0.63649,2,2,0.13747
7,0.68008,5,4,0.0
6,0.65649,5,3,0.04059
13,0.97484,2,3,1.0757
13,1.5892,5,3,0.65228
11,1.4194,2,2,1.4564
9,0.87971,5,3,0.85792
5,0.77581,2,5,0.49957
13,1.0139,2,3,0.78107
4,0.4553,4,4,0.5729
4,0.68284,4,5,0.054077
7,0.74221,4,5,1.1593
5,0.63698,2,3,0.26458
13,1.2537,4,3,1.1483
8,0.93453,3,2,0.12467
4,0.70339,4,4,0.42589
10,1.1358,5,3,0.30312
13,1.5831,2,3,2.0835
7,0.6185,3,2,0.10948
9,0.79291,5,4,1.3751
11,1.1889,2,3,0.82855
10,1.0061,4,5,0.18048
8,1.0743,2,5,0.37658
6,0.77985,3,5,0.49058
9,0.90949,2,3,0.46054
5,0.54745,4,2,0.073766
6,0.7579,4,5,1.078
11,1.0484,4,5,1.1946
12,1.3494,4,4,2.324
5,0.70042,5,3,0.27917
9,0.85209,4,2,0.20499
6,0.71324,5,4,0.19391
13,1.1504,5,4,1.0274
4,0.70379,2,4,0.17985
6,0.78367,5,3,1.8256
4,0.68941,2,5,0.45332
5,0.53301,5,4,0.025973
5,0.70496,5,2,1.1905
7,0.75759,5,2,0.49323
8,1.0604,5,2,0.11194
11,0.92777,2,4,0.84021
6,0.69506,2,3,0.065194
13,1.5483,2,4,0.42297
10,1.1026,3,4,0.1644
4,0.59071,2,2,0.99995
11,1.0293,3,4,1.6492
4,0.45716,5,2,0.62231
6,0.531,3,5,0.29524
11,0.81254,4,3,0.38731
13,1.4478,5,4,0.23488
11,0.92467,2,5,0.17837
4,0.75541,2,3,0.5269
6,0.56727,2,3,0.12518
8,0.72964,2,2,0.13001
11,1.2903,3,2,0.67996
6,0.85996,5,4,0.04821
13,1.1562,5,4,0.72416
4,0.48356,5,2,0.074005
10,1.0617,2,2,0.63021
11,1.0978,4,2,0.41939
9,0.88459,3,4,0.55896
13,1.1726,2,4,0.99284
4,0.67217,3,4,0.0
7,0.84633,5,5,0.28247
7,0.66001,5,3,0.33196
12,1.1664,3,4,0.80855
7,0.63266,2,2,0.14723
6,0.7888,4,2,0.63928
7,0.61246,4,2,0.37534
7,0.6544,3,2,0.26025
12,1.5629,2,3,0.50833
12,1.3365,3,4,1.7174
10,0.80929,5,3,0.34499
5,0.58686,2,2,0.40416
10,0.71685,3,4,0.51581
10,0.91204,2,2,0.46837
6,0.4206,2,5,0.68079
9,0.92548,5,2,0.3016
4,0.55495,5,2,0.0
7,0.68982,3,4,0.070171
7,0.69307,5,2,0.42443
7,0.92646,3,3,0.10201
10,1.072,5,3,1.1833
12,1.2136,2,5,1.8315
5,0.60819,5,5,0.073835
6,0.74236,4,5,0.24428
4,0.71383,3,4,0.0012766
9,0.94761,2,4,0.69136
13,1.5818,4,4,1.2353
4,0.70405,2,3,0.17221
7,0.62834,2,4,0.14802
8,0.88679,3,5,1.5067
10,1.2824,4,2,0.4492
13,1.1807,3,4,0.19177
4,0.51172,2,5,0.0
12,1.2117,5,2,0.60022
11,0.97457,5,5,0.3253
13,1.4408,2,5,0.077219
9,0.80592,3,5,0.61109
4,0.46781,3,5,0.73561
6,0.74892,4,5,0.44923
12,1.166,3,4,0.9119
5,0.59975,2,4,0.051207
11,1.0146,5,2,1.4111
11,1.1455,4,2,0.5289
