no_story,T1,no_span,no_bay,DI_cladire
9,0.64248,3,4,1.6543
7,0.64751,3,5,1.1592
6,0.56049,3,3,0.18492
6,0.79938,5,4,0.30124
9,0.98989,3,2,0.72289
9,0.95277,2,4,0.37093
7,0.84769,5,3,0.2208
5,0.70971,3,4,0.057955
11,1.4843,4,4,0.41581
7,0.65055,2,3,0.10059
9,1.234,3,4,0.62455
10,1.0789,3,5,1.0319
7,0.78657,4,3,0.18272
6,0.58874,3,4,0.25336
13,0.93484,5,3,2.4728
8,0.78669,5,5,0.10004
5,0.64729,3,2,0.13314
12,1.8571,3,3,0.4182
12,1.0755,5,5,0.45444
8,0.58986,2,5,0.36458
11,1.087,2,2,0.1658
6,0.90785,4,2,0.16052
13,1.4741,5,4,1.129
4,0.66843,3,4,0.02353
9,0.81211,2,4,0.45097
4,0.65957,2,3,0.027389
8,0.73461,2,4,0.59391
8,0.71719,2,3,0.095115
6,0.82417,5,2,0.10737
7,0.78828,3,3,0.10969
11,1.1364,2,2,0.34391
4,0.54722,2,2,0.19194
4,0.54267,5,2,0.34304
10,0.95758,2,5,1.321
13,1.3348,3,5,0.41547
5,0.76507,4,4,0.2701
4,0.51672,2,2,0.46314
7,0.9571,2,5,0.34888
5,0.52715,3,5,0.39508
6,0.67997,3,3,0.44585
8,1.1311,3,4,0.47688
13,1.2147,2,4,1.5833
7,0.93307,4,3,0.16915
6,0.75382,4,4,0.019441
9,0.93657,4,4,2.2209
12,0.90292,4,2,0.5619
8,0.88597,5,4,0.057925
11,1.0979,3,5,0.67609
12,1.0801,3,5,1.3204
7,0.89824,4,5,0.48749
12,1.0118,5,5,0.47127
9,0.80798,4,5,0.36617
10,1.0222,5,3,0.087112
5,0.49951,5,5,0.14612
13,1.3373,3,5,1.8895
9,0.97832,3,4,0.25728
8,0.90641,3,4,0.019024
11,0.779,4,2,0.84732
6,0.46392,2,3,1.1463
7,0.68733,4,4,0.3811
9,0.83505,3,2,0.14374
12,0.96626,2,5,1.3604
4,0.65443,4,5,0.30749
12,1.5771,5,2,0.51492
7,0.71888,5,5,0.54549
9,0.70692,2,4,0.92277
5,0.6204,3,4,0.39448
11,1.5969,3,3,0.28194
4,0.50188,5,2,0.17446
8,0.78147,4,5,0.70624
6,0.56206,5,3,0.22916
7,0.58563,2,2,0.53795
6,0.67767,5,4,0.20625
12,1.3551,2,2,1.8612
13,1.5471,4,2,1.5335
4,0.76339,4,4,0.62164
10,1.0793,5,5,0.37857
5,0.53741,2,2,0.29489
8,0.66536,4,3,0.060806
12,1.3575,2,4,0.49072
11,0.84926,4,4,0.27309
4,0.52669,5,5,0.08299
8,0.76252,2,2,1.7461
7,0.60237,4,4,0.29992
9,1.0109,2,3,0.072975
4,0.63918,3,2,0.55816
8,1.0078,5,3,0.021747
9,0.79476,5,2,1.1961
9,1.0236,2,4,0.43046
9,1.0556,2,4,0.039864
13,1.7174,4,4,0.43705
13,1.8687,2,5,0.5145
4,0.65082,3,5,0.0
11,1.1721,3,5,0.69941
7,0.83849,2,3,0.098744
9,0.82502,3,4,0.97657
12,1.2243,3,5,0.95228
12,0.90753,5,2,0.29
13,1.1187,4,4,0.58793
6,0.60666,4,3,0.22398
11,1.0466,4,3,0.91289
11,1.0435,2,3,0.15701
11,1.2809,3,3,0.72323
8,0.84078,2,5,0.27356
6,0.65021,3,3,0.24284
4,0.70152,2,4,0.21212
11,1.0465,4,5,0.35005
5,0.81231,3,4,0.24774
12,1.3902,5,3,1.2614
6,0.77088,3,5,0.41165
7,0.69865,2,2,0.34433
9,0.8634,2,2,0.58529
7,0.81238,2,3,0.74535
5,0.71394,3,4,0.14372
5,0.5426,2,3,1.9894
5,0.56828,4,4,0.37313
13,1.6666,4,4,0.81337
11,1.1954,2,3,0.60074
10,0.77903,5,2,0.18243
10,1.1205,3,5,1.4055
12,0.93078,4,5,0.89678
6,0.64093,3,2,0.99845
11,0.81928,4,2,0.21371
10,1.1701,2,2,0.43563
5,0.89108,4,5,0.034507
9,0.67107,4,2,0.39658
7,0.81847,2,3,0.64967
11,1.1556,2,2,0.11522
13,1.3966,3,4,1.1843
9,0.75258,4,3,0.95089
10,1.119,4,2,0.35775
4,0.46014,4,2,0.05852
9,0.64334,5,3,0.29646
7,0.63223,4,5,0.049766
11,1.4183,5,2,0.49584
7,0.87861,2,2,0.43896
6,0.4428,4,3,0.044462
11,1.2083,5,5,1.2306
6,0.61563,5,2,0.078204
11,1.0513,4,2,0.41342
10,0.89768,4,4,0.64314
5,0.82369,5,5,0.094222
11,1.3553,2,4,0.81043
9,0.9083,5,2,0.21177
8,0.80117,3,2,0.20585
11,1.2001,5,4,1.2883
4,0.78458,5,2,0.62187
11,1.0286,2,4,0.22997
6,0.64075,2,3,0.38292
6,0.71966,2,3,2.177
9,0.90615,3,2,0.52899
9,0.75505,3,3,0.87813
5,0.52494,2,2,0.097579
5,0.72504,2,3,1.3557
13,1.8416,3,3,1.7208
13,1.2031,2,5,1.5153
5,0.75789,5,3,0.0
11,1.2409,5,4,0.58854
10,0.8485,4,2,0.71741
4,0.67337,4,2,0.1365
9,0.84953,3,4,1.0311
4,0.73193,2,4,0.0
11,1.0278,3,4,0.93942
12,1.329,2,2,1.2183
11,1.7335,3,5,0.36005
7,0.77319,5,4,0.29779
8,0.80408,4,2,1.0714
7,0.62929,2,2,1.0746
9,0.84459,3,3,0.97675
5,0.5165,2,4,0.23152
11,1.1846,5,2,0.84255
5,0.53915,4,3,0.071835
7,0.90332,3,2,0.093268
5,0.64189,2,4,0.022825
10,1.0275,5,2,1.2514
12,1.455,2,3,0.18023
7,0.79369,3,4,0.11378
12,1.3168,4,3,1.9545
6,0.83522,2,2,0.2048
6,0.68604,5,2,0.061435
11,1.1759,4,5,2.4657
7,0.6869,4,2,2.2155
8,1.2446,3,2,0.40892
12,1.1608,5,2,1.2598
12,1.1264,3,2,0.8991
11,1.6146,5,3,0.34319
7,0.76052,2,3,0.41056
12,1.0306,4,2,1.1125
7,0.86867,3,5,0.35514
4,0.53178,5,3,0.15879
9,0.76526,2,4,0.40496
8,0.60178,5,3,0.54717
5,0.53759,2,2,0.16059
7,0.80502,5,3,0.4918
11,0.86859,5,5,1.0231
12,1.833,2,4,0.50875
11,0.87161,3,5,0.68252
8,0.97972,4,5,0.26363
4,0.73893,5,3,0.0
9,1.1168,5,3,1.7324
9,0.96688,3,4,0.34767
13,1.3327,5,5,1.178
9,1.0405,4,2,0.36652
12,1.1025,2,5,0.59389
13,1.2567,5,2,1.0706
4,0.59485,4,3,0.19048
10,1.6213,5,3,0.23091
4,0.50257,2,4,0.050905
13,1.2354,4,5,1.0709
5,0.73969,5,4,0.0
12,1.5225,5,2,0.46792
6,0.66439,4,3,1.9456
5,0.58277,3,5,0.063408
11,1.4961,4,4,0.69486
7,0.61181,4,5,0.70102
12,1.0389,4,5,0.82522
10,1.0439,5,3,0.81149
5,0.60615,2,5,0.69909
8,0.83614,5,3,2.3861
6,0.63295,5,4,0.39565
12,1.5467,5,3,1.9718
4,0.79661,5,2,0.23982
6,0.5112,5,5,1.2897
9,0.95588,4,4,0.2496
9,0.66619,5,2,0.12018
11,1.0837,4,5,0.31589
9,0.84723,5,4,0.0906
13,1.3421,5,2,2.0856
5,0.40541,2,4,0.19858
5,0.59191,2,2,0.03463
12,0.85768,4,4,1.3158
8,0.61361,5,4,0.033031
6,0.53832,4,5,0.058194
13,1.2026,3,5,2.3103
4,0.68095,3,3,0.18085
13,1.7473,4,5,0.63025
6,0.6611,3,5,0.0
8,0.7362,2,5,0.14422
13,1.5367,2,2,0.81977
12,1.1079,2,2,0.99645
5,0.62069,5,2,0.32511
9,1.3796,2,2,0.47301
7,0.87909,2,3,0.12578
5,0.85023,5,5,0.3795
11,0.95035,5,2,0.87335
5,0.71247,5,3,0.61716
8,0.7254,3,4,1.0743
5,0.65593,5,5,0.0
10,1.2997,3,4,0.61105
6,0.53043,5,2,0.27514
9,0.91276,4,3,1.3331
13,1.5622,3,4,0.44773
11,0.96422,4,2,1.3007
8,0.94615,4,3,0.217
10,0.86051,2,4,0.47962
12,1.8462,2,5,0.29944
11,0.86036,3,3,0.51814
4,0.78628,3,3,0.26954
4,0.72784,4,3,0.21601
5,0.67607,2,2,0.78857
8,1.2839,2,5,0.78767
13,1.6804,2,2,2.3387
13,1.1937,4,2,0.85068
9,0.81591,2,3,1.2951
7,0.64179,3,2,0.57147
7,0.72559,2,2,0.0
7,0.53709,5,4,0.26984
12,1.0924,4,5,1.3111
7,0.63833,4,3,0.56549
10,1.0461,3,4,0.32623
9,0.80158,3,3,0.77248
5,0.81635,4,3,0.19923
11,0.87354,3,5,0.57173
6,0.57069,4,2,0.48866
13,1.3663,5,3,0.85405
10,1.3335,5,4,0.82454
4,0.65186,3,4,0.098882
4,0.77787,2,5,0.18859
6,0.59593,2,4,0.8611
6,0.49589,3,3,0.22283
7,0.80477,4,4,0.70243
9,0.88467,4,2,0.037037
10,0.79099,2,5,0.53424
13,1.3921,4,3,1.2506
11,1.1732,4,5,0.73666
13,1.806,3,2,0.0
12,1.2361,4,4,0.52157
5,0.71099,5,3,1.4981
6,0.51211,5,2,0.89775
10,1.0919,2,3,0.62464
5,0.68634,3,5,0.0
12,1.0356,3,5,0.17076
13,1.3123,5,4,0.81449
9,0.89925,5,5,0.45549
10,0.76478,4,3,0.036254
9,0.74999,5,4,2.4593
9,0.94957,4,4,1.6632
11,1.4879,2,2,0.39725
6,0.57179,4,2,0.062114
9,0.71005,3,5,0.58898
5,0.795,5,5,0.050411
8,0.73382,2,3,0.70953
4,0.66639,2,5,0.43711
13,1.4064,3,3,0.66294
9,0.74809,5,3,0.74727
12,1.4718,2,5,0.3495
10,0.89929,4,3,1.3672
10,0.88928,4,2,2.233
4,0.6281,5,5,0.29721
5,0.70898,5,4,0.25933
12,1.6179,4,3,1.0711
4,0.68769,4,2,0.0382
13,1.918,5,2,0.758
4,0.52692,3,4,0.65278
4,0.69065,2,4,0.44325
9,0.76916,5,2,0.43395
4,0.60006,2,3,0.59644
7,0.60093,2,4,0.36347
8,0.72098,2,3,1.5608
9,0.67298,5,2,0.23939
7,0.55507,2,5,0.055925
10,0.88481,2,2,0.73453
8,0.70582,5,5,0.0
5,0.73236,4,2,0.75954
12,1.9782,2,2,0.19712
13,1.3552,2,3,1.3521
6,0.60769,2,2,0.20444
8,0.86124,4,4,0.2479
7,0.59764,4,5,0.57932
9,0.80513,2,4,0.7884
6,0.60815,4,3,0.044146
13,1.4996,2,5,0.28977
9,1.0633,3,3,1.9243
6,0.63235,2,5,0.14253
7,0.53007,4,2,0.085785
8,0.63021,5,2,0.077467
13,1.5111,4,2,0.21687
6,0.61069,2,3,0.42217
11,0.97374,5,4,0.023837
7,0.96644,3,3,0.57108
13,1.303,4,4,0.58838
10,0.81603,2,4,0.47755
10,1.4531,3,5,0.36811
6,0.5911,5,3,0.056932
9,1.0757,5,4,0.48847
10,1.1182,3,4,1.356
4,0.70409,2,2,0.34809
7,0.62491,5,5,0.015038
10,0.8779,5,2,0.45147
6,0.83356,5,4,0.30914
10,0.90309,4,4,0.13714
9,0.92813,3,2,0.28757
12,1.7343,3,4,0.23993
5,0.6554,2,4,0.017114
11,1.5523,5,3,0.20826
7,0.75426,2,5,0.043859
8,0.70458,3,5,1.3208
11,1.0508,4,2,0.75678
11,1.5982,5,2,0.96536
10,0.94727,4,4,0.7304
4,0.63889,2,5,0.26452
10,0.98886,4,5,0.90485
7,0.6663,3,3,0.0
10,1.1272,5,4,0.7099
12,1.3458,4,2,0.83944
10,1.0453,2,5,0.44793
9,1.0659,3,5,0.96877
13,1.2072,5,4,1.3053
5,0.61151,5,2,0.15928
8,0.90117,5,5,0.60065
13,2.2427,4,4,0.35686
11,0.99704,2,3,1.0381
13,1.1412,2,5,1.3153
5,0.45296,2,5,0.84622
6,0.59752,2,4,0.27201
8,0.86608,2,3,1.0284
4,0.7377,3,2,0.58394
8,0.8925,2,5,1.8727
4,0.5807,4,3,0.27087
13,1.2672,5,2,2.1758
6,0.49562,4,3,0.38388
4,0.62487,2,3,0.0
11,0.94955,3,2,0.60037
5,0.87575,5,5,0.29039
12,1.2381,2,4,1.933
6,0.68249,2,2,0.25576
9,0.63574,4,5,0.49904
9,1.0224,4,5,0.4962
7,0.83896,3,3,0.39056
7,0.80216,4,2,0.0
5,0.76279,3,3,0.38282
10,1.0575,5,3,0.20587
7,0.5957,5,2,0.052483
4,0.79856,2,2,0.64005
6,0.48535,4,4,0.48645
5,0.86744,5,3,0.5353
12,1.2368,3,5,0.86443
9,0.72503,4,5,0.33525
10,0.9706,3,3,0.7536
10,1.1214,2,2,1.0553
12,1.0672,5,3,1.3986
6,0.63968,3,2,0.64643
12,1.1759,2,2,1.1387
12,1.534,5,3,0.18482
12,1.1452,4,5,0.566
4,0.65283,3,5,0.028887
10,1.398,4,4,0.81963
11,1.1219,2,3,1.4169
9,0.74486,3,4,0.46702
4,0.57366,5,2,0.16559
9,1.0054,2,4,0.5805
12,1.3489,2,2,0.60542
11,1.3683,3,4,0.37883
11,1.3489,5,4,1.2849
10,0.89498,3,5,0.42064
9,0.74959,3,5,0.26684
9,0.75451,5,2,0.25283
8,0.95917,2,3,0.0
10,0.77764,3,2,0.4226
10,1.1418,2,5,0.14622
13,0.91897,4,4,0.9632
5,0.92558,4,2,0.32704
13,1.3584,3,4,0.97179
5,0.65099,5,4,0.0
11,1.3015,4,5,0.24253
6,0.56237,5,5,0.20668
11,1.0986,5,3,0.90467
6,0.51128,5,2,0.50951
4,0.42765,3,2,0.10434
11,0.95499,4,5,1.8569
6,0.66983,4,4,0.0
13,1.1566,2,4,0.36722
13,1.5629,5,2,0.62009
8,0.6619,5,4,0.12674
13,1.5046,2,3,1.9645
4,0.59139,5,3,0.0
11,1.3425,3,2,1.9381
13,1.1757,4,4,0.41757
6,0.63246,3,4,1.3963
9,0.81133,5,5,0.53914
10,0.91596,3,5,0.82798
10,1.1418,5,3,0.31465
9,0.79979,3,4,0.92663
6,0.57893,4,4,0.11769
5,0.66029,5,2,1.2209
8,0.59954,2,5,0.65012
8,0.57207,5,3,0.026498
5,0.71141,3,2,0.019997
6,0.62172,4,5,0.7347
13,1.1508,3,5,1.4792
6,0.69318,5,2,0.093891
8,0.92261,4,2,0.34363
9,1.074,5,3,0.1656
13,1.2382,2,2,2.3492
4,0.52421,3,4,0.10458
5,0.58664,2,3,0.042487
12,1.1214,4,4,2.2027
9,0.94383,2,2,0.48515
10,1.0596,2,5,0.53653
7,0.58486,3,4,0.20825
13,1.0312,5,4,1.464
9,1.0733,5,3,0.29303
7,0.74145,3,4,0.38123
6,0.67648,5,3,0.40774
7,0.75496,4,4,0.13616
13,1.515,3,5,1.179
10,0.74871,5,2,0.85924
4,0.64508,2,2,0.0
11,0.99164,2,5,1.1652
4,0.66964,5,4,0.71497
11,0.91193,4,5,0.81979
8,0.73909,3,2,0.178
6,0.63322,5,3,0.19166
10,1.2723,3,3,0.3995
7,0.65889,2,4,1.4178
9,0.82007,3,4,1.2661
7,0.81055,4,5,0.097669
6,0.60386,3,3,0.059049
9,0.77351,2,2,0.43988
11,0.99216,4,2,0.39763
5,0.78527,3,2,0.5899
5,0.71556,5,3,0.28875
8,0.75414,2,5,0.067438
6,0.6832,3,4,0.38474
11,0.94326,4,2,0.73561
10,1.1629,2,4,1.4059
7,0.68836,5,3,0.55749
12,1.399,2,4,0.2808
6,0.60356,2,2,0.099952
10,1.3724,2,3,1.321
8,0.70283,2,3,0.053565
10,1.063,4,4,0.57369
6,0.60748,4,5,0.019609
5,0.57307,3,4,0.10348
5,0.60377,3,5,0.053366
13,1.5398,2,3,1.1203
12,1.4633,3,4,0.18698
7,0.97305,3,4,0.44833
4,0.75094,2,2,0.0
11,1.3498,5,5,0.58439
10,0.76045,3,2,0.49602
12,1.1742,4,5,1.573
12,0.97439,5,4,0.54114
7,0.73548,4,2,0.1198
6,0.78885,3,5,0.22488
10,0.89472,2,4,0.42961
5,0.77356,2,5,0.25905
11,1.2788,2,3,0.132
4,0.57121,2,3,0.094235
10,1.289,4,2,0.7677
8,0.66409,3,4,0.56159
4,0.46505,3,4,0.12026
8,0.70202,4,3,0.57569
5,0.63335,5,5,0.4292
11,0.86729,5,5,0.90572
5,0.72039,4,5,0.42593
12,1.0096,3,4,1.2521
4,0.6111,5,4,0.045662
11,1.3564,3,4,0.48816
7,0.60444,3,4,1.9793
10,0.97494,2,5,1.8351
8,0.92547,5,5,0.56868
12,1.1412,2,2,0.8334
5,0.64551,4,3,0.072477
7,0.74941,2,5,0.57324
11,1.1711,4,4,0.9929
6,0.67211,3,2,0.20139
8,0.7582,5,5,0.07326
5,0.77312,2,2,1.7039
5,0.46275,4,2,0.0
13,1.5424,2,5,1.2674
11,0.84308,5,4,0.3624
6,0.7495,2,4,0.51411
12,0.86304,5,5,0.86113
11,1.2595,2,2,0.30242
7,0.87716,5,4,0.13728
11,1.2379,4,4,0.31708
8,0.64057,4,2,0.87705
10,0.94624,5,3,0.12828
5,0.58125,2,2,0.0
10,0.99081,3,2,0.40374
10,1.3048,5,3,0.2722
7,0.57828,2,4,0.067618
8,1.1511,2,2,0.54185
9,0.83831,2,2,0.70786
8,0.84735,4,3,0.95067
9,0.90558,2,5,0.46218
10,1.0275,2,5,0.7511
8,0.82588,2,3,0.55066
6,0.73186,2,4,0.026273
9,0.87758,3,5,0.087945
7,0.66477,5,5,0.23221
5,0.86881,5,4,0.25073
5,0.57133,2,2,0.1021
5,0.43854,4,2,0.15038
10,0.86051,2,4,0.46432
12,1.8462,2,5,1.0919
11,0.86036,3,3,0.33868
11,0.7928,3,4,0.59254
4,0.70759,5,5,0.07154
4,0.61503,3,5,0.080856
4,0.76737,4,5,0.27505
12,1.0161,2,3,0.44898
5,0.41956,5,5,0.94681
6,0.44078,5,2,0.21081
7,0.78384,5,3,0.1223
12,1.5227,2,4,0.7661
12,1.0844,4,3,0.60718
10,0.97974,4,5,0.87212
12,1.0151,2,4,1.3528
10,0.88467,3,5,0.12315
8,0.69175,5,3,0.21983
8,0.90013,3,4,0.35631
6,0.4888,2,4,0.079659
5,0.53265,3,2,0.13108
11,1.408,5,4,0.71622
6,0.90581,4,3,0.39365
5,0.552,5,2,0.10651
8,0.76325,2,5,0.39265
12,1.4259,5,2,1.0441
8,0.84753,5,5,0.33939
8,0.57251,3,4,0.30723
7,0.72496,5,3,0.28202
5,0.73854,5,5,0.17461
10,1.2577,2,4,0.58214
7,0.50458,3,3,0.64283
7,0.7947,3,3,1.1768
9,0.80988,5,3,0.19209
13,1.4999,2,3,1.2074
10,0.77839,2,4,0.54633
10,0.97914,2,3,1.8897
12,1.0195,2,2,1.4074
8,0.76257,5,2,0.36745
6,0.69363,4,5,0.421
9,0.82511,4,3,0.17326
7,0.74529,2,4,0.59334
5,0.59711,2,2,0.3017
5,0.59067,5,5,0.52938
11,1.4884,4,4,0.28725
9,0.82461,3,2,1.8365
12,1.1041,3,3,1.6463
6,0.52108,5,4,0.27583
8,0.79152,3,3,0.58787
6,0.63726,2,3,0.15455
12,1.2002,5,4,0.9069
5,0.62234,4,2,0.15468
13,1.5579,2,4,1.3308
5,0.70346,2,3,0.059622
5,0.44013,5,3,0.0
4,0.70309,3,4,0.31178
10,0.97911,2,3,0.17109
10,0.86669,4,3,0.78486
4,0.51765,5,5,0.32842
11,1.0185,2,5,0.68202
11,1.6173,4,5,0.87548
9,1.0852,3,5,0.38274
12,1.4965,5,2,0.78676
9,0.85584,4,2,0.39638
5,0.66454,4,4,0.54756
8,0.72028,2,4,0.098954
13,1.9114,2,3,0.53418
5,0.76278,4,3,0.058779
5,0.55589,3,4,0.0
10,1.0683,4,4,1.2634
4,0.55785,5,3,0.1725
9,0.82513,4,3,0.10603
4,0.48132,5,3,0.42875
6,0.50445,2,3,0.23144
7,0.64912,2,5,0.66307
11,0.96376,2,3,0.60114
10,0.94241,4,5,0.23505
7,0.50002,4,2,0.62895
5,0.55587,2,4,0.50961
4,0.74367,2,3,0.37701
13,1.2118,3,3,1.079
8,0.86662,3,4,1.026
6,0.60491,3,3,0.17055
9,0.7072,5,5,0.71059
5,0.68639,3,5,0.0082352
11,0.83601,5,5,0.1648
13,1.5095,5,3,1.3892
11,0.97531,3,3,0.38381
5,0.65532,4,4,0.34103
11,0.82323,3,5,1.1079
10,0.83544,3,3,0.97467
12,1.8056,2,3,0.12923
6,0.67708,4,3,0.0
8,0.71606,4,4,0.78382
4,0.58414,5,3,0.0
8,0.69058,3,5,0.13742
4,0.59006,3,2,0.24503
11,1.0528,3,5,0.80437
9,1.1331,3,5,0.94685
10,0.96154,5,4,1.1324
8,0.92314,4,4,0.35549
4,0.69272,3,3,0.11536
8,0.58531,5,2,0.21929
9,0.94526,4,4,0.65522
5,0.57089,4,5,0.3442
13,1.3919,4,3,1.0073
11,1.0475,3,2,0.67925
8,0.59055,2,5,0.21876
4,0.62393,3,4,0.77048
9,0.99618,4,5,1.0563
6,0.67345,2,2,0.31121
12,0.88807,2,4,1.1924
11,1.2333,4,5,0.94807
4,0.74686,5,2,0.35499
7,0.60077,4,5,0.84654
6,0.73565,4,2,0.036279
11,1.3347,3,5,0.34171
13,1.5597,5,5,1.7785
5,0.81044,4,4,0.71588
12,1.0264,5,4,1.3647
8,1.096,5,4,1.7563
9,0.79189,4,2,0.22853
4,0.55643,3,5,0.20543
5,0.72606,5,2,0.73467
13,1.1154,4,4,0.56185
11,0.80907,4,4,0.66539
13,1.2982,3,2,1.4149
9,0.86794,3,5,0.78713
7,0.55209,4,4,0.91871
6,0.46881,4,2,1.0396
6,0.6652,4,3,2.1313
4,0.59031,5,5,0.0
5,0.82203,5,4,0.27303
11,0.97955,5,5,0.0
8,0.71194,5,3,1.5358
12,1.2669,3,5,0.703
6,0.61251,3,2,0.11631
10,1.0938,3,2,0.078172
10,0.87488,2,3,0.47862
7,0.58243,2,3,0.26541
4,0.78628,3,3,0.31351
4,0.72784,4,3,0.45016
5,0.67607,2,2,0.94828
8,1.2839,2,5,0.66548
13,1.6804,2,2,0.53096
13,1.1937,4,2,1.0075
9,0.81591,2,3,0.75805
7,0.64179,3,2,0.32694
7,0.72559,2,2,0.0060547
7,0.53709,5,4,0.88419
11,1.4865,2,3,0.90287
7,0.73823,3,5,0.30384
11,0.85766,3,5,0.84155
11,0.80602,4,4,0.69144
4,0.79745,3,5,0.0
12,1.0924,4,5,1.8124
7,0.63833,4,3,0.36699
10,1.0461,3,4,0.34763
9,0.80158,3,3,0.49292
13,1.4063,3,3,1.6073
5,0.81635,4,3,0.071174
5,0.55587,2,4,0.50961
4,0.74367,2,3,0.37701
13,1.2118,3,3,1.079
8,0.86662,3,4,1.026
6,0.60491,3,3,0.17055
9,0.7072,5,5,0.71059
5,0.68639,3,5,0.0082352
11,0.83601,5,5,0.1648
13,1.5095,5,3,1.3892
11,0.97531,3,3,0.38381
5,0.65532,4,4,0.34103
11,0.82323,3,5,1.1079
10,0.83544,3,3,0.97467
12,1.8056,2,3,0.12923
6,0.67708,4,3,0.0
8,0.71606,4,4,0.78382
4,0.58414,5,3,0.0
8,0.69058,3,5,0.13742
4,0.59006,3,2,0.24503
11,1.0528,3,5,0.80437
9,1.1331,3,5,0.94685
10,0.96154,5,4,1.1324
8,0.92314,4,4,0.35549
4,0.69272,3,3,0.11536
8,0.58531,5,2,0.21929
9,0.94526,4,4,0.65522
5,0.57089,4,5,0.3442
13,1.3919,4,3,1.0073
11,1.0475,3,2,0.67925
8,0.59055,2,5,0.21876
4,0.62393,3,4,0.77048
9,0.99618,4,5,1.0563
6,0.67345,2,2,0.31121
12,0.88807,2,4,1.1924
11,1.2333,4,5,0.94807
4,0.74686,5,2,0.35499
7,0.60077,4,5,0.84654
6,0.73565,4,2,0.036279
11,1.3347,3,5,0.34171
13,1.5597,5,5,1.7785
5,0.81044,4,4,0.71588
12,1.0264,5,4,1.3647
8,1.096,5,4,1.7563
9,0.79189,4,2,0.22853
4,0.55643,3,5,0.20543
5,0.72606,5,2,0.73467
13,1.1154,4,4,0.56185
11,0.80907,4,4,0.66539
13,1.2982,3,2,1.4149
9,0.86794,3,5,0.78713
7,0.55209,4,4,0.91871
6,0.46881,4,2,1.0396
6,0.6652,4,3,2.1313
4,0.59031,5,5,0.0
5,0.82203,5,4,0.27303
11,0.97955,5,5,0.0
8,0.71194,5,3,1.5358
12,1.2669,3,5,0.703
6,0.61251,3,2,0.11631
10,1.0938,3,2,0.078172
10,0.87488,2,3,0.47862
7,0.58243,2,3,0.26541
4,0.78628,3,3,0.31351
4,0.72784,4,3,0.45016
5,0.67607,2,2,0.94828
8,1.2839,2,5,0.66548
13,1.6804,2,2,0.53096
13,1.1937,4,2,1.0075
9,0.81591,2,3,0.75805
7,0.64179,3,2,0.32694
7,0.72559,2,2,0.0060547
7,0.53709,5,4,0.88419
11,1.4865,2,3,0.90287
7,0.73823,3,5,0.30384
11,0.85766,3,5,0.84155
11,0.80602,4,4,0.69144
4,0.79745,3,5,0.0
12,1.0924,4,5,1.8124
7,0.63833,4,3,0.36699
10,1.0461,3,4,0.34763
9,0.80158,3,3,0.49292
13,1.4063,3,3,1.6073
5,0.81635,4,3,0.071174
9,0.89169,5,3,0.019835
6,0.69768,5,2,1.3618
8,0.78556,4,2,0.035744
5,0.42677,4,2,0.063072
9,0.90926,2,4,0.27978
5,0.77694,4,5,0.0
4,0.75515,3,5,0.14264
12,1.2472,5,5,1.1469
7,0.83601,2,5,0.48891
7,0.866,2,2,0.58817
13,1.2117,3,2,0.70757
8,1.0699,3,2,0.46949
11,1.1199,5,4,2.0989
5,0.70996,4,2,0.53563
5,0.73938,4,4,0.22557
13,1.6629,2,2,0.76624
13,1.4543,2,4,0.27339
6,0.55498,4,3,0.33711
11,1.0396,2,4,0.31941
7,0.95425,4,4,0.0
12,1.0876,4,3,1.071
6,0.77457,4,2,0.27358
11,1.4208,2,3,0.292
5,0.63721,2,3,0.16096
10,1.2127,2,4,0.39105
7,0.75094,2,3,0.081721
13,1.1969,3,4,1.1899
8,0.64489,5,3,0.58477
4,0.59549,5,3,0.053057
8,0.79599,5,3,1.9478
6,0.8658,3,4,1.7173
8,0.7987,4,2,0.34914
8,0.74958,5,4,0.36636
7,0.836,3,4,0.49527
4,0.64725,5,4,0.019422
9,0.75265,4,2,0.42929
6,0.65463,2,4,0.63281
4,0.74585,3,3,0.43503
6,0.68256,5,5,0.78132
13,1.0527,3,4,0.88074
9,0.63818,2,4,0.24931
13,1.0814,3,3,1.1082
9,1.0521,2,3,2.1273
9,0.73688,5,3,0.36
13,0.93418,3,4,1.9861
11,1.3026,4,5,1.4911
4,0.76408,5,4,0.077862
8,0.75242,2,2,0.47506
6,0.54533,2,4,0.05199
7,0.84934,3,5,0.23739
5,0.71682,4,2,1.6718
5,0.60507,5,2,1.3895
7,0.78703,5,5,0.2285
12,1.3207,4,4,0.6202
5,0.88435,2,5,0.33279
9,1.1919,5,3,0.030553
12,0.85528,3,3,2.2061
11,1.0984,3,2,0.21463
5,0.52669,3,2,0.030454
12,1.4691,4,2,0.75107
7,0.65197,4,5,0.18551
5,0.77287,5,3,0.20048
11,1.1988,5,2,0.51877
8,0.62507,5,3,0.25442
8,0.81913,4,3,0.45233
11,0.87372,4,3,0.61528
6,0.64427,3,3,0.45033
8,1.132,5,2,1.021
5,0.74999,4,5,0.13696
5,0.6722,2,5,0.036603
13,1.2632,4,3,1.2004
5,0.64987,3,4,0.0061756
8,0.88285,4,5,0.39707
7,0.73807,2,3,0.081909
5,0.77287,5,3,0.066059
11,1.1988,5,2,0.40169
8,0.62507,5,3,0.25071
8,0.81913,4,3,0.45094
11,0.87372,4,3,0.41089
6,0.64427,3,3,0.066051
