no_story,no_story_2,T1,no_span,no_bay,no_span_2,no_bay_2,DI_cladire
8,2,0.925422840556806,5,4,1,4,0.234390275517019
11,7,1.04397182364228,3,5,1,4,0.21005598376882
9,3,0.884456179306185,3,2,1,3,0.693847733442112
8,2,0.975000891915586,4,5,3,2,0.527075277468199
8,6,0.775654986985318,3,3,1,2,0.34910106426438
13,10,1.05049345453291,3,2,2,5,0.373531843422125
9,6,1.43837995912564,4,5,1,2,0.386765015539913
6,4,0.805568903514943,5,5,1,3,0.461674313424024
11,6,1.04322147040458,5,5,3,2,1.4480406689325
5,2,0.595236337630266,4,4,2,5,0.0149079878895388
10,3,1.21663952816462,4,3,2,5,0.55062070542321
7,2,0.490479660322231,4,2,3,1,0.339312054294264
4,2,0.668440562312396,2,2,1,2,0.0644329465391388
12,6,1.37021490292098,3,5,1,4,1.15986520078926
6,4,0.600129270125838,5,4,1,2,0.202185171603641
12,4,1.01381714880081,3,3,2,1,0.131538046814623
9,4,0.796731729222155,5,3,3,1,0.418943274319984
6,3,0.604144203559837,3,4,1,5,0.249892488362061
13,7,1.25817473356342,2,3,1,5,0.429521799844935
13,5,1.39694991696533,4,3,1,2,0.0
12,10,1.23800801609844,5,3,1,5,0.547106960539099
6,2,0.594103225135061,2,3,1,1,0.252844209383482
6,3,0.687499474461907,4,5,3,3,0.163340189581371
9,3,0.678382838783848,5,2,2,3,0.378641361878801
4,2,0.523185536311389,2,3,1,3,0.387676713548481
8,5,0.823435958392758,5,5,2,3,1.78931471392542
6,4,0.779813001754368,2,3,1,3,0.209187308686974
8,3,0.832040187819299,5,2,4,1,0.248097168272113
6,4,0.720449518813014,5,2,1,1,0.359948579812085
10,2,0.904565323210153,5,5,1,1,0.478458811691015
12,9,1.2387489591352,3,4,2,5,0.568229784266339
7,3,0.654487344696257,5,4,2,1,0.289610174543398
7,2,1.08866587115261,3,4,2,5,0.317740958560993
10,4,1.28769682989536,2,4,1,4,0.866095707820616
11,9,1.09661983089707,2,3,1,3,0.241916186687229
11,8,0.969449421563872,3,3,2,5,0.298646943739813
8,2,0.780325906535126,5,4,2,3,1.93664628597217
4,2,0.448035463279274,3,4,1,2,0.237642972242878
6,3,0.713537515648922,4,2,3,4,0.331161443341118
10,5,0.787298648664095,2,5,1,5,0.445791020210784
9,7,0.941207707006184,2,4,1,5,0.264208851245065
4,2,0.649746009518919,4,4,3,4,0.231475194552379
10,2,0.809814065915701,4,3,1,3,0.155356788409613
10,6,0.794120174986372,4,4,3,5,0.694078858408269
5,2,0.40235832893431,4,2,3,4,0.0750676680119617
6,2,0.600293782319367,2,5,1,5,1.36463008064831
6,3,0.607479982410719,5,3,1,4,0.700294376520588
5,2,0.698172988681299,3,5,1,4,1.46796432171166
10,7,0.917263957440185,2,2,1,5,1.31770493608651
9,2,0.764921153424456,4,3,2,4,0.366788459889221
5,3,0.74794290588822,3,2,1,4,0.0350202634416575
10,7,1.33061315512257,4,5,3,1,0.768593006922551
11,3,1.28159262539704,2,3,1,1,1.43065217171977
7,4,0.774217278542297,5,4,2,5,0.3434010421989
7,5,0.593469123858755,3,5,2,4,0.359909658840364
11,7,0.787627657730959,2,3,1,4,0.359037300083868
12,5,1.36647345498173,2,2,1,2,0.334011691292412
8,3,0.849715880852546,5,3,1,5,0.391046104820883
4,2,0.632374723912227,3,3,1,2,0.226215962027248
10,8,0.889312871257016,4,4,2,3,0.33834116137693
13,9,1.42235379453388,3,5,2,1,0.956448951551807
8,6,0.691343587010873,5,3,1,1,0.0542774091733153
8,3,0.608477970476666,4,2,2,3,0.0676263609647307
13,10,1.17297821648237,3,5,2,1,1.08201775627183
8,3,0.616732919825797,5,3,4,4,0.34749550970701
13,3,1.14330320264244,3,3,2,4,0.698590767966972
6,2,0.659312564845252,3,3,2,2,0.0931066705335837
11,2,0.816344320666926,2,5,1,1,2.43102449827584
7,3,0.573331129814638,4,5,1,4,0.297356777163363
9,4,1.01429724504762,3,5,2,1,0.521557159604454
7,2,0.649277389425713,5,4,3,1,0.309538364293372
11,9,0.862526193911944,5,5,3,5,0.569835117538398
5,2,0.522882677066346,3,3,1,1,0.0929444961281966
7,2,0.762845531821913,4,3,1,3,0.248771421920971
5,3,0.518067715232448,5,3,2,3,0.132180391940903
6,4,0.687124590436,5,3,3,2,0.142071702381318
4,2,0.781825677905766,3,5,1,1,2.10860786902115
10,6,0.942040972263809,4,2,3,1,0.0775777884240021
6,2,0.695256273547222,5,5,2,4,0.129940997854535
10,2,0.770138564170589,3,4,2,5,0.129677392322349
5,2,0.830916810241044,4,2,3,2,0.224868228425238
11,6,0.858371724652828,3,4,2,1,0.611284010620486
11,8,1.59711671542696,2,2,1,4,1.15029056108756
8,4,0.760482437065859,3,3,2,1,0.204758696088334
9,3,0.916543007584828,4,5,1,5,1.43010219922218
11,6,1.0532723024908,2,2,1,4,0.535556243576164
12,4,1.09641644667859,2,4,1,1,0.358802546992783
12,8,1.33844937587727,2,3,1,4,0.525370670673154
11,3,0.836353930138913,4,4,1,1,0.40392586093987
8,5,1.00470240014063,5,3,4,5,0.220837650151316
6,2,0.99403552185919,4,5,1,1,0.472488112017672
5,3,0.576261536926524,2,5,1,2,0.0
10,2,0.749322383884237,5,4,1,4,0.281467540091214
6,3,0.622640765957511,2,2,1,5,0.158930407035823
8,4,0.679460407474632,5,5,1,3,0.448977208939767
4,2,0.619363336433486,5,2,3,1,0.2680721656925
9,6,0.912535850559894,5,2,2,2,0.281085041741982
5,3,0.483168315594422,2,4,1,5,0.238327587479645
5,3,0.532440523845686,2,2,1,2,0.321695172588702
4,2,0.763300661255137,5,4,1,2,0.008960335506531
4,2,0.681792601394943,2,2,1,1,0.474736702274029
12,3,1.31360587496189,2,4,1,4,2.09102430276135
6,3,0.673172994696833,5,4,4,1,0.141113938764002
8,2,0.824106567086379,2,4,1,4,0.608075273446299
10,4,1.1517198380024,3,4,1,5,0.475097242663887
8,5,0.74346960554303,3,3,1,5,0.207576551916318
7,3,0.776883073247378,2,2,1,4,0.072359247265265
6,2,0.58727387337845,5,4,2,2,0.111098167499859
10,3,0.98696976378038,5,3,4,3,0.341234981229692
5,3,0.615276562110131,4,3,2,4,0.792327997603828
4,2,0.4910934365153,2,4,1,3,0.145790323058868
9,7,0.70283174672663,5,4,4,4,0.324813972211074
11,7,0.910452136028544,3,4,1,5,0.197938073521976
6,3,0.732186011008517,4,2,1,4,0.221076464076773
4,2,0.548188511592831,4,4,3,2,0.269489240819255
11,7,1.19737275101882,4,5,1,2,1.50770321112089
9,2,0.69936154140135,3,2,2,5,0.195651003134337
6,4,0.754256975992474,3,4,2,3,0.895908294456661
6,4,0.706621292791022,4,3,1,4,0.196307766714131
5,3,0.78326381433708,3,2,1,1,0.658650100829574
9,6,0.771119077077749,3,5,1,4,0.308606573676361
10,8,0.878206371285821,3,5,2,1,0.419456582442622
6,2,0.459503632530639,4,4,1,3,0.126976372880238
12,10,0.972025236414983,2,3,1,2,0.416349892767254
4,2,0.719392981025117,3,2,2,1,0.202384969586096
13,2,1.2813336895943,4,5,3,1,0.544290980545748
11,5,1.33328280874907,2,3,1,4,2.43795204610278
4,2,0.389602503176009,2,5,1,5,0.227159105103655
4,2,0.673910075286435,5,5,3,3,1.09192912898334
9,7,0.952391689936176,2,3,1,5,1.74615955136354
4,2,0.659761188373225,3,2,2,1,0.0677509371405276
13,10,1.16052698106828,2,3,1,5,1.22940610433225
10,3,1.03983621056571,5,5,2,5,0.0638233631021426
13,5,1.25469780737908,5,4,4,5,1.11466741064184
7,2,0.634309287101729,5,2,4,1,0.0957634269796847
11,9,1.1260885179301,4,3,3,2,0.288635697682347
5,2,0.461416243563646,2,5,1,5,0.223787969324734
4,2,0.665838918217686,3,5,2,3,0.233275059693534
12,2,0.998231633684472,2,2,1,4,0.0793132645307425
8,6,0.725817224241019,4,3,3,2,0.102396402864074
11,2,0.889098176810914,3,3,1,4,0.298311128517137
12,4,1.17032058691986,4,2,3,3,0.355192500431097
8,4,0.784265046218798,3,4,1,3,0.298760715297298
10,6,1.06841719195785,2,5,1,1,0.503268391517616
10,8,0.872125979000378,3,3,1,1,0.283604246726017
12,4,1.15871865808189,4,5,3,3,0.4259057118055
4,2,0.750430318013042,3,5,1,2,0.319386937933544
9,7,0.934055421598699,3,4,1,5,0.131589401711409
12,5,1.39722067214761,4,4,1,3,1.59619923301759
11,7,1.0550246812307,3,5,2,3,0.958909564006412
9,2,0.953924779064108,3,3,1,5,0.522091199958181
11,3,1.26951385903347,2,5,1,5,0.451181391763358
10,5,1.29039420105066,3,5,2,5,0.925494024345487
10,2,0.825152703165077,2,3,1,1,0.244115181044325
7,3,0.843581207907767,3,3,1,2,0.0670586208023137
9,6,0.82578031579671,2,5,1,2,0.409454653815667
13,7,1.79992319942784,3,5,1,1,0.885858078465855
9,3,0.93561862500203,4,5,1,4,0.636785607512465
7,4,0.619660355143246,3,3,2,5,0.0583625205512989
5,2,0.75778795237182,2,4,1,4,0.429898352548114
8,3,0.583629440266695,4,5,1,3,0.225665454978568
7,4,0.619181889370223,5,3,3,4,0.503316447772961
8,4,0.62841225427705,5,3,3,4,0.245696370367303
8,3,0.577621981102127,4,2,2,3,0.121769642007307
8,6,0.711301070104218,4,2,3,3,0.0953137248751307
5,2,0.434508028734471,4,3,1,5,0.0383705627242841
5,3,0.435932849384469,2,3,1,1,0.164243695806389
8,4,0.797925248856749,5,4,1,2,0.569696784344947
6,3,0.615937061488947,3,3,2,5,0.158291080518117
8,3,0.665681128859048,4,3,1,1,0.138180234852732
8,5,0.849293071323652,3,3,1,1,0.426299643138601
8,4,0.588212994652124,4,2,1,5,0.667794858549836
8,6,0.735891545656247,2,3,1,3,0.543071388908811
10,4,1.05458540938168,5,5,1,5,0.640672154477105
9,4,0.970693846005027,4,4,1,2,0.67545859361595
13,8,1.0548759984462,3,2,1,3,1.15544186599376
12,5,0.980774702862961,5,5,2,5,1.89040308140086
4,2,0.691867517284495,3,4,2,3,0.49470805437186
6,2,0.634787976407143,4,4,2,2,0.493783374122459
13,9,1.41742959410457,3,2,2,2,0.600938785504967
11,6,1.11921919019772,3,3,1,5,1.788790189354
4,2,0.728469558199175,4,3,3,5,0.297201421064931
4,2,0.471049766787933,2,2,1,5,0.0315359630306528
10,5,1.48191331967621,3,4,2,3,0.533953829372818
13,10,1.60167254306127,5,5,4,5,1.0617574721603
10,2,1.27966641393453,5,2,4,4,1.40728393492523
12,3,1.53055185285341,2,4,1,2,1.6423717453661
9,5,0.693300576890824,2,4,1,4,0.53929807390853
11,2,1.32060298484844,5,5,3,5,0.722256987743827
4,2,0.530648361808995,4,2,3,1,0.0
4,2,0.541652897834388,4,2,1,5,0.0577117830151536
11,7,1.08702504074516,3,2,2,4,0.524836814306569
8,4,0.644084489027381,3,5,2,2,0.0153937079082477
4,2,0.550044875772924,5,3,2,3,0.282847354043794
8,3,0.936718796042473,3,3,2,3,0.454310779303795
7,5,0.615886446279806,4,4,2,5,0.690577706450607
5,3,0.9290913013065,5,3,2,4,0.200176410107286
9,5,0.955487351793271,3,3,1,5,0.0860200158499906
4,2,0.692709271390781,3,5,1,3,0.0
6,2,0.786684006794495,5,3,4,4,0.178509348477053
13,8,1.56727926637095,2,3,1,3,1.26981319204243
6,2,0.508123558035654,5,4,1,5,0.0
9,2,0.759656209739228,5,5,3,3,0.104308492815684
9,6,0.932088392952561,4,5,1,3,0.323576175340615
10,5,1.00896796587499,4,5,2,1,0.978462806935068
5,2,0.769427862663772,4,4,2,3,0.349159444227175
11,5,1.41192828147827,2,2,1,4,0.41257838353036
12,3,1.11744359367843,3,4,1,1,0.858353632745786
11,2,0.851220021926485,4,5,1,1,0.513460608137545
11,6,1.62851957325547,2,5,1,5,0.682425308406694
10,8,1.0236551654643,2,4,1,2,0.769751400328045
4,2,0.662690914867418,5,4,3,3,0.218039778835525
8,3,0.839697640306952,5,3,1,1,0.218399669023244
5,2,0.53762924393107,4,2,1,1,0.172271224687725
8,5,0.640384150004411,3,5,1,5,0.326780242176376
12,5,0.959700110499362,5,5,1,2,0.299057073710965
10,4,1.1008670084976,3,3,2,1,0.350977191780129
7,5,0.73396234824059,3,2,1,2,0.382327546781531
9,7,0.96590401064526,5,2,2,2,0.0438285341072794
5,2,0.799460082576913,4,4,1,2,0.351009318778873
13,5,1.31170671659984,3,2,1,1,0.99091226287955
8,3,0.692868949149135,2,2,1,3,0.29667985814403
10,7,0.772644947646298,2,2,1,3,1.46537209513786
6,2,0.603631551056693,4,2,2,5,0.413617744461047
13,11,1.01157163384769,3,4,1,1,1.25842859552577
12,7,1.20124778393241,3,3,1,4,1.84437431630842
7,5,0.821169070955412,3,5,2,5,0.930393582472802
13,6,1.45862711140478,2,5,1,4,0.996474209207979
10,3,0.966665482650121,4,5,3,5,0.714635744768531
4,2,0.721246285158174,2,2,1,5,0.0067431470406061
9,3,1.08353837431926,2,3,1,2,0.283496351232211
5,2,0.665100909766169,2,4,1,1,0.448895751013848
8,3,0.573478701420362,3,4,2,4,0.282415349188082
10,5,0.747969550876645,5,4,2,5,0.387375557644906
7,3,0.540607152037766,4,4,1,2,0.415494969592879
5,3,0.83624414999414,3,4,1,4,0.266774518765202
8,4,1.0888329402504,4,5,3,3,0.415607432880598
5,2,0.521390281903475,3,2,2,1,0.111380500740894
7,2,0.54487889588216,5,2,3,5,0.0198721755480708
7,3,0.829926788978127,5,5,1,5,0.303898126473756
6,2,0.594516916611886,5,5,3,2,0.0648584372527406
7,5,0.619138613703353,4,2,3,5,0.384026787422747
7,2,0.646940186274642,4,5,1,3,0.477572603419169
11,3,1.18074592794417,3,3,2,2,0.550366582285276
13,11,1.72661577972592,3,3,1,4,0.914071551526902
7,2,0.714639061759994,2,5,1,5,0.041753016079066
8,5,0.578673216777954,5,5,4,3,0.222343765651512
9,6,0.685439849999646,4,3,1,4,0.689168047332584
7,4,0.811844242964503,4,3,1,4,1.81693456641775
13,5,1.98165869162025,2,2,1,1,0.222734982366643
10,4,0.77454626482361,4,4,3,5,0.562286178270753
6,3,0.586169531579177,3,2,1,4,0.200858219292352
10,8,0.903705642256005,3,3,1,5,0.335717801713525
4,2,0.495988219677353,3,3,1,2,0.0028903119736251
12,4,1.47903059887986,2,2,1,2,0.0763009252651905
10,4,1.05397140099229,3,2,2,1,0.783825848966266
9,4,0.709867084474671,3,3,2,5,0.187052730433671
6,3,0.518630838609706,4,5,1,4,0.276796728514401
9,4,0.835066965254907,5,2,2,4,0.501384959893026
8,2,0.912145603942028,3,4,2,4,0.214579308615296
6,3,0.634200669459986,3,3,2,2,0.432694657765123
13,8,1.46973226589129,4,2,1,1,1.16227638793996
11,3,0.812446920609286,4,5,3,2,1.67026000286105
5,2,0.439818002576375,3,5,2,3,0.434946972411116
5,2,0.631396540014085,4,2,3,1,0.20790647621777
12,9,1.21919549267806,4,5,2,2,0.911741802531621
6,2,0.701587364988136,3,5,1,5,0.391416475499111
8,2,0.81618988272077,5,3,4,2,0.677027781670462
9,4,0.634537749189098,4,3,2,5,0.207762099423489
10,7,0.73379419680968,5,5,4,5,1.02002660241233
6,3,0.549895660568392,5,2,3,5,0.652521797546508
10,6,0.826133482741252,3,3,1,2,0.680687199819555
6,4,0.730214336790535,5,5,4,3,0.384826296279624
8,3,0.680334066831578,3,3,1,4,0.524840764245356
5,2,0.613159012642848,4,2,1,2,0.264993340814128
5,2,0.642229967210157,5,2,3,5,0.78815182239602
6,3,0.563732153428112,4,5,3,4,0.348774632134098
10,2,0.921011490305288,4,2,2,2,0.238863066419694
9,7,0.725563887163196,3,5,2,2,0.561683517907576
10,6,0.911442656758296,5,4,1,4,2.40152905596008
7,2,0.872743010944424,3,4,1,5,0.465936213614468
10,6,1.33750275343883,4,4,3,4,0.310715106865988
9,2,1.10715229129914,5,5,3,2,0.793890069365322
6,2,0.687844418106565,3,4,1,1,0.278212267140707
9,5,0.660017235462743,4,5,1,1,0.231871989881538
8,4,0.743029595673762,4,2,3,3,0.561630785439159
7,4,0.643045270484614,5,2,4,1,0.155521321071102
13,11,1.02308879422737,3,4,2,2,1.49319500925294
12,3,1.10768477720524,5,4,3,4,0.536023468996403
11,3,1.2195734434716,4,4,2,1,0.718535731268636
7,2,0.752481212186696,5,3,1,2,0.469960526788142
7,5,0.827223770481693,4,2,2,3,0.868286350456364
10,3,0.95790810505756,5,4,1,5,0.552403896023468
6,3,0.778136439171871,4,5,1,3,0.210315574415206
7,5,0.767479456751638,4,5,2,3,0.0741748366947535
12,5,1.04294364496149,2,2,1,1,0.636548692392444
7,2,0.644362650913201,5,3,3,3,0.473413663367702
4,2,0.501470066912307,3,3,1,4,0.0950945910702462
7,4,0.599774341731015,5,5,4,4,0.128045734314505
4,2,0.582185772150968,2,5,1,3,0.127664445017748
13,9,1.46453316964967,2,5,1,3,0.733390853382716
13,7,1.32660808784514,4,5,2,2,0.391379388783137
5,2,0.719415345205603,5,2,4,5,0.473654029979793
8,4,0.6448408317338,3,5,2,3,0.192249748872113
12,2,1.49699927467015,5,4,4,4,1.7718400308685
8,2,0.821930379192461,4,5,1,4,0.444002381876324
12,4,1.11995478923829,2,4,1,4,0.642726743925078
5,3,0.759549773691233,3,5,1,4,0.248865117908604
12,7,1.15882622656332,4,5,3,1,0.757652496139506
4,2,0.633831858777267,4,5,2,4,0.119087056032539
6,3,0.532865674451203,5,5,4,5,0.321639520445566
8,4,0.655198053741918,3,4,2,2,0.292730551546177
8,4,0.703505545752834,3,3,1,1,0.0263417645409042
10,4,0.719427988985028,4,5,2,2,0.170272127852018
4,2,0.731137519784706,3,5,2,2,0.23960132188805
8,3,0.812149893925256,4,4,2,5,0.156381288248269
8,6,0.824329863410773,3,5,1,4,0.463508619979201
9,2,0.801667624481463,2,5,1,2,0.497901174783316
13,2,1.67186725402436,5,3,4,4,0.655134635105205
6,4,0.779394979457473,5,2,1,5,0.063433496749172
4,2,0.635952158528792,4,4,1,5,0.158017370511859
5,2,0.658089692231626,3,2,1,1,0.0989427437183491
12,8,1.67995474617673,2,3,1,2,1.7896244688325
9,5,0.772078878119292,4,2,3,3,0.109537007252429
7,4,0.685229837591621,2,4,1,4,0.162429286174267
8,5,0.730516349842637,2,5,1,3,0.0493862353073406
13,2,1.21641896386941,3,2,2,4,0.84062601336416
7,3,0.620882421435581,2,5,1,4,0.38632620759082
6,2,0.727991062097501,4,5,3,4,0.379034336565558
8,5,0.905249287686818,2,3,1,1,0.372208947105531
9,5,0.879006038974426,2,3,1,5,0.11856971099473
10,4,0.755209177894982,2,5,1,2,0.708206510369566
8,6,1.07249403058298,3,5,2,2,0.49671997741823
10,2,0.903746869898574,5,3,4,1,0.160829977305107
6,4,0.858825271176004,3,5,1,5,0.699734434526787
12,2,1.23674660735463,5,3,2,5,0.664001465993094
7,3,0.7119164734089,2,2,1,5,0.338788695317053
11,2,1.28687896897741,2,4,1,4,0.821594916537647
5,3,0.56234928863661,2,4,1,5,0.296388124776741
5,3,0.728901317340467,5,2,4,1,0.26786534938867
11,5,1.17355997402019,2,4,1,4,1.27443235033928
13,11,1.36234310356921,5,4,3,4,0.617025878935006
10,5,1.01193834792629,2,2,1,4,0.262216148404928
11,3,1.16600596027697,2,2,1,1,1.19810650683558
13,3,1.87749817845577,2,4,1,3,0.715956651783666
7,4,0.611740292139047,5,4,1,3,2.43802464894881
7,3,0.781426817267977,3,4,1,4,1.33337843414791
5,3,0.603396130427004,4,4,3,4,0.146404619679205
8,2,0.766296662425891,2,5,1,3,0.16373866687002
11,8,1.14958768623452,3,4,2,5,0.40759415321515
4,2,0.722413878336782,2,4,1,4,0.0873469752765507
6,2,0.849540862828127,3,4,2,3,0.417449611676216
5,2,0.697964337760123,2,5,1,1,2.34020877077257
5,2,0.748702793053084,2,4,1,5,0.299509683710639
5,3,0.659105308841004,4,3,3,4,0.227132751029436
8,3,0.925036542859303,3,3,2,2,0.412610025374349
7,4,0.743372986390092,2,5,1,3,0.746533995755657
12,3,1.08095875226364,2,5,1,2,0.436386686677387
8,5,0.883253185197891,4,5,2,5,0.369747442866221
8,5,0.882187110785318,3,4,2,5,0.365454595893736
6,4,0.540071544096841,2,2,1,4,0.501778962846878
8,5,0.697041260465894,3,2,2,2,0.0530814753909816
6,3,0.649651450774232,5,4,4,2,0.423518108949301
13,7,1.22905137176074,2,5,1,4,1.4012616830207
10,7,0.890390538758561,2,2,1,2,0.922472623623777
10,3,1.09546685147121,2,4,1,1,0.765052243301468
9,3,0.942855379790942,4,3,2,5,0.358628701777266
9,7,0.735868602185851,3,4,2,1,0.556539722832643
6,2,0.59118897894396,4,2,3,1,0.0722222602333035
13,2,1.38572874385114,3,5,2,1,1.77028552149076
11,4,0.822612032327158,3,2,2,5,0.546066193170493
7,2,0.900915038930607,2,2,1,2,0.485745160992812
4,2,0.70563325950434,3,3,1,5,0.192555009123404
13,5,1.59238618536534,2,3,1,1,0.546353629210028
6,2,0.715041025370422,5,5,1,4,0.404869205327804
9,3,0.786321762262488,5,2,4,5,0.191227407969481
13,3,1.32010394674339,3,5,1,1,0.948390977566121
13,7,1.55832900202527,3,5,1,2,1.89331539477495
7,3,0.596996043019866,4,4,2,1,0.234808679668837
13,5,1.5117955421667,3,2,1,2,1.48338912688983
13,2,1.34635781092596,2,3,1,2,0.330288078213355
11,2,1.00059749774243,2,2,1,1,0.157925730885542
12,10,1.13368338903802,2,5,1,3,0.856090384443744
4,2,0.503399753704421,5,3,3,5,0.245007724936059
4,2,0.630314255589468,3,3,1,2,0.238353877855886
4,2,0.658299946759994,3,3,2,1,0.050301542859272
13,7,1.29481999033492,4,3,2,1,0.216617830709323
10,7,0.990858604359141,2,4,1,1,0.208784699798863
10,5,1.11479711535705,4,5,2,1,0.477100536336683
4,2,0.547595975130723,3,4,1,1,0.0624348164777079
6,4,0.789677909872775,3,2,1,5,0.7463786148521
6,4,0.628584372532638,4,2,3,4,0.313280246462566
7,4,0.807768093388469,5,4,4,1,0.183359752496378
6,4,0.757056405321788,2,2,1,1,0.361321773054345
10,6,1.09643517973953,3,2,1,2,0.327771110327292
9,2,0.961806542695075,2,4,1,2,0.767439338412181
12,4,1.339320757719,2,4,1,2,0.283820795956681
13,8,1.18296932335344,2,4,1,2,1.29082746179535
5,3,0.566372868505961,3,3,2,2,0.016681778588734
9,5,0.890726177740681,4,3,2,2,1.04731982285232
8,5,0.628314129253752,2,5,1,3,0.258354344348933
12,5,1.39485376140906,3,4,1,4,0.371016871315251
10,7,0.734048066577009,5,2,4,4,0.428727925915254
7,3,0.588796346087024,3,4,1,3,0.228670887523312
7,2,0.7498481406715,3,2,1,2,0.181474125433804
6,3,0.7649548234105,4,4,2,1,0.100157908265017
12,10,1.35411754762017,3,2,2,3,1.55032075341172
12,7,1.33882496325742,2,3,1,2,0.183163600752643
4,2,0.644492394308533,5,4,4,1,2.0205102023441
8,6,0.729901214997807,3,2,1,3,0.287521983955372
12,4,0.92848133815153,4,3,3,2,0.134979325025499
12,9,1.10022364906509,2,5,1,2,0.310677097869261
11,9,1.03212468055074,3,4,1,2,0.90949158679066
12,4,1.00135873551213,4,3,1,4,0.32295621538216
9,5,0.766069629405285,5,5,1,5,0.518107012540763
8,4,0.813984824624537,5,5,2,2,0.535799887488507
12,6,1.19247076702299,2,5,1,3,0.746788746744793
13,10,1.0802329014758,3,3,2,4,1.18778277485762
10,7,0.967349992280393,3,3,2,3,0.175776720942942
11,5,0.830887421304675,2,3,1,1,0.198588946370369
8,3,0.562871980416628,5,3,3,2,0.121710530291612
4,2,0.603138461119691,4,3,1,5,0.496951044147735
11,3,1.09517728876211,2,2,1,5,1.76955439798494
13,8,1.62623950720345,2,5,1,5,0.69246822940299
8,4,0.651706592798481,4,3,2,5,0.442151233876482
7,5,0.69793875574879,4,3,3,5,0.119974904184435
12,3,1.12929679324875,4,3,2,1,1.03111391781254
8,2,0.567693981262327,5,3,4,5,0.457233849094215
7,3,0.756302638458774,3,3,2,3,0.314823892609984
8,4,0.650487144661392,5,3,1,5,0.242384300223016
10,8,1.21858319208129,4,5,3,4,0.382992814927965
9,6,0.940137301603601,4,5,3,2,0.129078512395879
6,4,0.605740234185504,2,2,1,1,0.183716705294502
6,3,0.603529836586466,5,4,4,4,1.27771137053841
6,4,0.532543369347278,3,4,1,4,0.224866609824663
6,2,0.735300545637558,4,5,2,1,1.92590874821469
12,7,1.2643035154003,3,3,2,3,1.50954101475991
10,6,1.05312678724742,4,3,3,2,0.124773324062407
10,3,1.06415475640845,5,5,3,2,0.355511668495377
7,4,0.654126530299665,4,3,3,3,0.0802139728408816
11,5,1.09880465750521,3,5,2,1,0.548538160604583
11,3,0.986500893594024,2,2,1,3,0.125229087732519
12,3,0.976919946768421,4,5,2,5,1.1292622360949
6,4,0.66662856002832,3,4,2,1,0.41671150746957
10,6,0.881588002730671,2,2,1,5,0.873620688055811
10,4,0.861386108704235,4,4,1,2,1.18967017684879
6,3,0.639085212055962,5,5,2,1,0.425184403147662
10,7,0.91363380153436,3,2,1,4,0.465058690408352
13,11,1.3850113843542,3,4,1,5,0.817133012181718
11,2,0.800224972264754,4,2,3,2,0.393673204880496
6,3,0.619441999534262,3,5,2,2,0.0
12,2,0.96240818001638,5,5,4,2,1.46669647730954
4,2,0.790332280974286,5,4,4,4,0.0388658464223965
9,4,0.839726673784553,4,3,1,3,0.575991999630656
8,5,0.740132517286554,4,4,1,3,0.375072507616908
8,6,0.784936598026844,5,5,2,3,0.257889751508333
7,2,0.922238341133535,5,2,3,4,0.304105545356187
5,2,0.457063030802147,3,3,2,2,0.256432467936383
7,4,0.647383850725593,3,5,1,2,0.610477300591224
9,3,0.850875463003679,2,2,1,1,0.488460678285387
6,3,0.606310618730885,5,4,1,4,0.179824614466379
10,8,0.970685801230188,3,2,1,4,0.814598661342602
4,2,0.51372932677089,5,3,1,5,0.0
10,7,0.746496184978315,5,5,4,4,1.88692347765299
10,8,0.979380818619406,5,4,3,3,1.43187032409082
10,3,0.893241585865863,5,4,4,3,0.270564831981427
5,3,0.557298572044789,2,4,1,5,0.469616783358604
5,3,0.775328369713499,3,2,2,2,0.0485814444096816
13,7,1.1789887580187,4,2,1,2,0.800318071576937
6,4,0.686114371766718,2,5,1,4,0.269965903435876
7,5,0.803004738101517,5,3,4,5,0.310136127203751
11,3,1.07618232024343,2,2,1,5,0.171159190148639
13,9,1.21576588370439,4,2,1,5,0.37243661958105
9,4,0.69000674695572,2,3,1,3,1.53286266107761
11,3,1.02586792583346,3,3,1,5,0.0902136542967196
12,3,0.889445134368655,4,4,2,2,0.595848483808472
13,5,1.09815926205056,3,5,2,4,0.119153863726247
6,2,0.766733260550101,5,5,2,4,0.17205005519631
6,3,0.55466908470965,5,3,1,2,0.0571145881600657
13,11,1.11571918041333,5,2,1,4,0.613145535461095
5,3,0.637177947563626,2,4,1,1,1.00319434079366
10,2,0.76637150788286,5,3,3,4,0.378562951337936
13,2,1.2990680573947,5,4,2,2,0.36418569834914
12,8,1.00005050618901,2,2,1,5,0.596324922387754
8,4,0.797488840921634,3,3,2,4,0.214846524209463
13,10,1.07751064865352,3,5,1,3,0.936463924008064
4,2,0.569549021670742,4,4,2,1,0.0676489803025661
5,2,0.433888114253654,3,4,1,1,0.0874264267621962
5,2,0.729693792017622,4,4,3,1,0.168685759005324
9,5,0.967413099181662,3,3,2,3,0.564363289291552
13,9,1.48979238473029,3,5,1,2,0.540453828553834
12,6,1.2342051530619,3,3,1,3,0.812710908392356
6,2,0.54622010614332,5,5,1,4,0.527375325804201
6,2,0.647739518866228,5,5,4,2,0.468024970547492
10,2,1.12195962318595,5,5,4,5,2.2328313316043
8,4,0.860900609863282,2,4,1,5,0.0701456226210432
6,4,0.810034334022896,3,3,1,4,0.533171679423024
7,4,0.989591409560869,2,5,1,2,0.736746107155335
