no_story,no_story_2,T1,no_span,no_bay,no_span_2,no_bay_2,DI_cladire
13,11,1.12761624637868,3,4,1,4,1.60272748606145
10,7,1.04864913062253,3,4,1,4,2.22322035061819
12,8,1.43198500138321,2,5,1,4,1.94819045844424
9,6,0.875495824610615,4,3,2,5,0.330006961244149
7,2,0.910488940153193,3,5,2,2,1.56087206199193
9,6,1.09682708636609,2,5,1,1,0.492926861890771
12,8,1.34496085798196,2,2,1,2,0.928323000506831
5,3,0.798965375753892,4,3,1,1,0.0518014450495628
7,5,0.651668330816161,2,4,1,3,0.122823171657923
6,2,0.571879878527194,3,5,2,4,0.214600678990704
5,3,0.888061778036335,5,4,3,4,0.204234932671263
12,9,1.73278021104559,4,2,2,3,0.365541199989485
12,5,1.63660503601782,5,3,1,4,0.332856470877104
8,3,0.637083195524079,4,3,3,4,0.190544126672257
11,8,1.31557826222212,2,4,1,2,0.414490213167328
10,3,0.84536760858076,4,3,1,1,0.976647313568452
7,4,0.719203472479201,2,2,1,5,0.398046800398017
5,3,0.611381815544597,2,4,1,1,0.471572685096289
8,4,0.954659747383493,3,3,1,4,2.16508744441914
13,7,1.46207717378657,4,3,3,1,0.327452385126531
4,2,0.571335799430612,2,3,1,3,0.0460853801821235
6,2,0.507295190445644,3,3,2,4,0.302383642176858
7,2,0.504468580670812,3,2,2,5,0.198469505090752
12,4,0.93719180152586,4,3,1,1,0.29289862485765
7,4,0.784883119264956,3,5,2,2,0.721792356900118
9,7,1.06749379922114,3,3,1,4,0.0280783005850658
8,6,0.964594622755172,3,5,2,5,0.235421652344519
11,4,0.999843533414926,2,5,1,5,0.913006880101172
9,7,1.07754812371209,5,2,1,5,1.17916354732334
7,4,0.554443867977062,3,3,1,2,0.776300019579383
7,2,0.670153403397667,4,3,1,2,0.0
12,4,1.14218983167863,4,3,3,2,1.11456854110527
7,3,0.510868837785364,5,4,2,2,0.4715816147623
5,2,0.39620654604748,4,5,1,1,0.231438936719618
4,2,0.549017414280929,5,3,2,3,0.0821039561571816
12,4,1.39673686242855,4,2,2,5,0.580440071169764
10,5,1.02760884747948,3,3,1,5,0.53620189655249
9,3,0.747332162693721,5,2,1,5,0.0508516897584364
13,4,0.997281983364444,3,4,1,5,0.401603072550609
8,4,0.695138118311806,5,5,1,3,1.29409326407658
7,2,0.591783285220931,2,5,1,3,0.381345436935481
8,3,0.599560036343614,3,3,1,2,0.584508184208296
5,3,0.681994811250617,5,3,2,1,0.292875522098602
9,4,0.835423275749045,3,3,1,4,0.0117115627157035
7,5,0.591744422090894,5,4,3,2,0.205649392787591
11,9,1.02437794811012,5,2,2,1,0.556694931342016
8,4,0.834835207574312,4,4,2,3,0.468690704574389
12,8,1.18997685270742,2,3,1,2,0.825747669398582
13,4,1.08059269273721,3,2,1,4,0.2751555661509
12,8,1.16153563039598,4,3,2,1,0.565527402004038
7,4,0.855136733445607,4,3,1,3,0.347479820537416
6,3,0.462598106346972,2,5,1,2,0.0598095550205365
5,3,0.650762096952528,3,3,2,4,0.0453389129778484
10,7,0.836815540215215,4,2,2,2,0.442289972784886
11,4,1.04211385579364,3,5,1,4,0.614069556602057
7,4,0.760302358142709,5,5,4,1,0.131770996239396
10,5,1.1058227450959,3,5,2,5,0.475988771750577
6,3,0.729718403627692,2,3,1,5,0.331145115260787
11,2,1.32619158356006,2,5,1,1,1.84535637768995
5,3,0.759229857031605,4,3,2,1,0.0472389664680786
13,3,1.26989630550899,2,3,1,3,0.663819052988151
5,2,0.771531725364926,5,5,4,3,0.248917038799019
12,6,1.14913462441208,3,5,1,3,0.810911915754681
13,10,1.20235977835021,4,4,2,1,1.58168417150636
4,2,0.579265626087841,5,3,1,2,0.166552088813943
13,5,1.0116747021422,4,3,1,3,0.252526077281849
9,3,0.927905194545857,4,4,1,4,0.393193952356779
7,3,0.753868376381444,5,3,4,4,0.0689544443141273
4,2,0.639701387802826,4,2,2,2,0.243866374208369
5,3,0.658549110463211,5,3,3,2,0.486967631390084
8,2,0.764020651038747,5,5,2,2,0.362692136775555
12,5,1.13619803316028,5,4,4,5,1.2770221976742
11,5,0.984810871287205,3,3,2,3,0.180420105683445
13,9,1.24571453603014,3,5,2,5,0.531210006589329
6,2,0.815217376395032,2,3,1,1,0.232799569684888
10,6,1.26063680681138,3,3,1,5,0.0821126530961831
8,6,0.731610641566467,2,5,1,3,0.619546556392094
9,7,1.16351312277262,5,4,2,3,0.253560134720016
9,2,0.759093231828141,3,2,2,2,0.700153858842974
8,3,0.903444555471874,2,3,1,1,0.206035518704201
6,4,0.54440265248269,3,3,2,1,0.108670147681565
5,3,0.502347312394784,3,4,2,4,0.222549080197775
6,2,0.651253310806702,5,2,4,2,0.320571529932624
12,3,1.00823286303478,5,3,3,2,0.859882500445229
8,4,0.85690989344499,2,5,1,4,0.218202338014948
8,3,0.679820549070113,2,5,1,1,0.121180178302242
6,2,0.933807478963618,5,3,3,1,0.249334298708334
9,7,0.769023137591472,2,5,1,5,0.69771333966859
5,2,0.525561246060749,3,3,1,3,0.0716032282767568
11,9,1.43043884138924,2,5,1,1,1.46623450662725
9,2,1.0058280239891,2,5,1,3,0.57399153130509
4,2,0.789470816667577,2,4,1,4,0.337294358917658
11,4,0.886071926053039,2,4,1,3,1.55743147393398
11,4,0.831523954511164,2,2,1,3,0.329251148197664
10,8,1.00761466376655,4,5,3,4,0.859170582794903
12,8,1.16482647716857,2,3,1,4,0.743836654276052
5,2,0.718548345115563,3,3,2,2,0.137321849200396
6,2,0.54499995380365,2,3,1,1,0.471620886229808
9,6,0.910151461770455,3,2,2,3,0.933699636738273
4,2,0.494816317238629,3,5,1,2,0.397411433004376
9,4,0.733531568061801,2,4,1,4,2.05613841631411
7,3,0.52633606505805,5,4,4,2,2.35022608506666
8,2,1.11581189021354,3,3,1,3,0.358447582383828
8,3,0.63394829600574,2,2,1,4,0.103945887979856
10,8,1.01878610732495,5,2,1,5,0.432957165394295
10,8,0.832471143290182,2,2,1,3,0.453804404594423
10,5,0.873367336285983,4,3,2,3,0.506507293370051
5,3,0.631919835600991,4,2,3,5,0.164496402295728
5,3,0.494364410598682,2,3,1,1,0.0967747131878688
6,3,0.532428496643018,3,3,1,5,0.46869416702235
10,4,0.972743155762319,3,4,1,1,0.420175313115852
9,2,0.803473429643671,5,2,3,4,0.4082748026739
6,4,0.677082814737903,4,4,3,2,0.132596371014267
4,2,0.723050082924624,5,4,2,2,0.0203411129524804
13,11,1.29036533187605,4,3,3,4,1.10196892444198
12,4,1.15807560135661,5,2,1,5,0.451021586504505
13,10,1.69830505496437,5,5,1,2,0.780277437516761
6,2,0.643021189565327,5,3,3,1,0.347382695438752
5,3,0.468131236874427,3,2,2,3,0.560411214255581
12,4,1.14826167905307,5,4,3,3,0.848848677971067
13,2,1.51315663657667,5,4,3,2,1.0964263762758
11,8,0.963541920993635,2,4,1,2,0.402410989199185
4,2,0.472218441696763,5,3,3,2,0.466083792361708
9,7,0.83958603296525,4,4,3,3,0.493984113036005
8,6,0.594442110139219,2,3,1,4,0.193135273815235
8,6,0.776616989478963,3,2,2,2,0.229334444422241
8,4,0.84853387550777,2,5,1,3,0.348059087675396
10,7,0.814385566394938,4,5,1,2,1.26575732220394
4,2,0.548663803262141,4,2,1,2,0.0477265055231194
7,2,0.551523161164371,3,2,2,2,0.0
5,2,0.575515038099483,2,5,1,1,0.584121218368828
11,7,1.1908188067729,3,4,1,2,1.35823992007473
10,6,1.04294578612032,5,5,4,1,0.559741697012596
5,3,0.674798700248867,5,2,3,4,0.0
7,2,0.629987685631731,5,2,4,4,0.766251215174054
13,10,1.30567509210533,4,5,1,1,1.05696717922079
10,7,1.06961516902951,3,5,2,4,0.430516474725991
11,3,0.952078555265307,5,5,2,3,0.16145552481332
6,4,0.570979102495794,5,2,4,2,0.199688736044228
13,5,1.03636302908495,2,2,1,2,0.898643190712053
9,4,0.796602066270524,5,3,3,5,0.251385693433171
10,2,0.82823093391408,3,5,1,2,0.996522816906944
8,2,0.612773655107488,5,2,4,2,0.227104122162029
7,4,0.827108527666133,4,5,2,3,0.192272364626006
4,2,0.758344361684952,3,5,1,1,0.342028683909691
9,2,0.785258832636052,3,3,1,3,0.435449611259572
7,3,0.561404085201199,3,3,1,4,0.0
8,4,0.824343994800613,2,3,1,1,0.164110205849309
13,7,1.37255839507668,2,5,1,1,1.54616977614121
6,4,0.529686167491015,3,3,1,3,0.0382163341433766
6,3,0.618044686729418,3,3,1,3,0.204308161200514
9,5,0.668828012659421,4,5,3,2,1.2437488100347
5,2,0.523845846949413,5,5,2,4,0.478309703743553
6,4,0.844653543263355,5,2,3,5,0.0215527584622048
11,4,1.06510366470701,5,2,1,2,0.554073823454011
10,7,1.06509297792393,3,2,2,2,0.100534376605975
10,8,0.766740919763824,4,2,1,1,1.37320541112657
4,2,0.693777443554204,2,3,1,5,0.225295723890234
10,2,1.24572981090256,4,3,3,1,0.277368323326651
12,9,1.10094168028886,4,5,2,2,1.75954528863762
5,3,0.774086028574394,5,4,3,2,0.836997304043073
12,7,1.67852754515981,5,4,2,5,0.687555453282636
8,3,0.700731111635929,2,3,1,1,0.168084551180482
7,2,0.990039998556431,5,5,1,2,0.667047862303702
9,3,0.690964590752267,4,5,1,2,0.20935594680805
11,6,1.02744199598038,2,4,1,3,0.296547202007329
10,8,0.897909923285619,4,2,2,5,1.06551132510678
12,10,1.05469217266326,4,2,3,3,0.6592444079038
6,4,0.555836032104967,2,5,1,3,0.346146131888726
11,4,0.903161661343131,5,3,1,3,0.899314042328762
6,4,0.847929279203149,4,2,1,5,0.111593343478171
7,4,0.783219424074692,4,5,1,2,0.0261369821165391
10,5,0.776592911192528,4,4,1,5,0.305569242073472
10,4,0.923179534171748,4,5,1,3,0.336681244367573
7,2,0.579361861491791,3,4,1,3,0.558174314690501
9,6,0.784740626213542,5,2,4,5,0.0812817013831867
11,8,1.06444441660392,4,5,2,1,0.286975763697434
5,3,0.796083766400241,5,3,3,2,0.881565819707146
7,2,0.702428119874833,5,4,4,1,1.36125450430652
9,2,1.24325100419941,2,5,1,1,0.91716174983563
9,4,0.673046041283219,4,4,2,5,2.25708058091261
10,8,1.00459198379267,4,4,1,4,0.504150224953242
10,5,0.862581359459937,5,5,1,3,0.782429581216049
9,6,0.86834924605814,5,5,3,3,0.550330672709094
12,9,1.53750320116778,2,4,1,3,0.436643146555769
12,10,1.39174813292326,3,5,2,4,0.614135306502051
4,2,0.725524128508007,2,5,1,5,0.101595027618897
9,3,0.861475888703604,2,2,1,5,0.576089011696051
5,3,0.646773506133209,2,3,1,2,0.679131480735981
8,4,0.734842993267242,3,4,1,3,0.821254967437275
9,5,0.79886146419229,3,3,2,2,0.22862267423776
13,2,1.20858677304568,5,4,1,2,1.00206775755643
10,3,1.38941111037169,3,3,1,3,0.60596424778495
7,5,0.67368439198963,2,5,1,3,0.0460845429951321
12,5,0.943485986218147,3,5,1,2,0.456461492112165
7,5,0.882983961520488,4,4,2,1,0.175732354751305
11,8,1.07377021336313,5,2,2,5,0.733801679362535
9,2,0.982670903857828,4,3,1,5,0.175905973705442
12,8,1.0418065357772,5,2,3,1,0.403854187005995
6,3,0.529103009697999,3,2,1,3,0.506262748589794
4,2,0.642730628591844,2,3,1,2,0.371465605086153
9,6,0.799323601048775,2,4,1,3,0.381629066331871
4,2,0.603294112573684,3,4,1,5,0.207568051573642
4,2,0.601236832003714,3,5,1,3,0.308910355497396
5,3,0.810851307812039,2,3,1,3,0.301837422578801
11,9,1.03603422590157,3,4,2,2,1.25401602989595
13,7,1.52865221389063,5,4,3,3,1.57665649512862
9,2,0.850419845022858,5,4,3,1,0.262929429869564
12,3,1.43855269154463,5,5,1,1,1.46816503639986
10,5,0.808308988387664,3,5,2,4,0.691036436122457
8,2,0.800943013297376,2,5,1,5,0.734573485699521
6,4,0.580601806782189,3,5,1,2,0.366304663578256
6,4,0.837438023474954,5,3,1,4,0.336579779614754
7,4,0.634266703018401,4,5,2,1,0.678330447055414
12,5,1.02102844640272,5,4,4,3,0.403488209579661
10,8,0.792090232124467,5,2,1,3,0.363280392341063
9,6,0.752746483539915,5,3,4,1,1.25210644049633
12,9,1.01973810859644,3,2,1,4,0.75730349767937
7,5,0.687054666947145,3,5,1,1,0.172901325255471
9,6,0.662922537778211,5,3,4,5,0.444521539704852
9,7,0.729043218717773,4,3,2,3,0.686115440326457
4,2,0.699135794912414,4,4,3,3,0.186854945789142
8,6,0.676423366603871,4,2,2,3,1.08883810308996
9,7,0.791285282911032,5,5,3,4,0.15114237800238
5,3,0.855197186242787,5,4,2,2,0.212435926312593
6,4,0.674916112829396,2,5,1,5,0.0343644781135212
4,2,0.494857950831399,5,4,3,5,0.200222132096074
7,5,0.659069748397533,4,5,2,4,0.746897176259452
6,4,0.632283873056618,3,5,2,4,0.362835300526286
6,2,0.700388024323548,3,2,2,1,0.456498521583645
11,5,0.974766325455038,5,5,2,4,0.58709301276711
4,2,0.597244832622002,4,3,2,5,0.0543296241653849
5,2,0.578881267697053,5,3,1,5,0.0523570375251121
9,5,0.716889625860762,4,5,3,4,0.561457094219882
13,5,1.59295084532656,4,4,2,3,1.17673433975283
7,5,0.636172700467016,2,5,1,2,0.404449714806671
5,3,0.491976303869056,3,5,2,5,0.0879000551463031
4,2,0.43904280749281,4,3,1,4,0.0386405655895176
10,4,1.04852081142009,5,2,3,4,0.645789862890722
10,6,1.32450773954174,4,3,3,1,0.292537840909666
4,2,0.756789926112579,4,3,1,1,0.0327282332529254
5,3,0.604326789355419,5,4,3,1,0.240019884279004
6,3,0.498918940427625,4,3,1,3,0.137558123720565
11,6,1.08334413423698,2,2,1,3,0.52732207712785
13,6,1.41103602793156,3,3,2,1,1.39236612683486
12,10,1.4444103853424,2,4,1,2,1.83144705658326
4,2,0.742554764080236,4,4,3,3,0.0143713677078006
4,2,0.773404684812313,5,5,4,2,0.0
10,6,1.12609355437954,5,2,2,2,0.541400030366627
12,9,1.34603475208546,4,4,2,5,0.550142785364901
6,3,0.609598656100267,5,4,1,4,0.0424302938403481
12,5,1.06579681409793,2,3,1,3,1.21474410711578
12,8,1.03830156221267,2,3,1,2,0.305074170990094
4,2,0.701934197419935,3,4,1,4,0.621225935859137
6,4,0.628469811758922,5,2,3,1,1.10194009334702
13,3,1.40116143397345,4,4,3,4,1.33157360338186
5,3,0.518931059887866,2,5,1,1,0.0054925181134316
5,3,0.715011538007373,4,4,2,3,0.403771365863569
6,2,0.572554886555925,3,2,2,5,0.101857379383641
7,4,0.916604398561561,3,4,2,1,0.226798458694288
9,3,0.659334402424301,4,4,2,2,0.0741221178829123
6,4,0.682738658561485,4,2,3,4,0.521944473681306
8,3,0.919173638921183,3,4,2,2,0.380707719503796
4,2,0.64428525646648,4,2,2,1,0.0866373957834071
10,7,0.898920373137999,5,5,4,4,0.67553134622698
13,6,0.991388995650176,3,3,1,2,1.37626759811795
6,3,0.645538351469003,2,3,1,2,0.164301313435192
9,3,0.676093607275243,5,2,4,2,0.671024518953761
5,2,0.88061818376575,5,4,3,1,0.086935443949018
4,2,0.651574558113154,3,4,1,1,0.0650712753024404
12,9,1.40606639647009,3,3,2,2,1.13461603183321
12,8,0.966427405423178,2,4,1,2,0.283066841475257
8,2,0.727850085130577,4,3,3,1,0.200525553913998
13,4,1.27068715445987,5,2,1,2,0.801543957480346
8,6,0.644217017594626,3,2,1,1,0.545052768720371
6,2,0.457044285953803,5,5,3,2,0.665656050253624
6,3,0.768180812028157,2,3,1,5,0.575767254327975
7,5,0.658583330786878,4,3,3,3,0.0890462752178849
8,4,0.819229532301643,5,5,2,5,0.196155440816142
13,5,1.47946262840173,5,5,2,4,0.861288293222991
10,5,0.720928462846018,2,2,1,2,0.38730260806715
9,3,0.696004770312924,4,5,3,4,0.0146947063524255
12,8,1.88168050856643,3,5,1,1,0.571893675278081
7,5,0.534127729922009,2,5,1,4,0.327168898255106
8,3,0.695728655849846,3,3,2,3,0.382701393705039
6,4,0.425378950151211,3,2,1,2,0.056357862009109
13,5,1.00886742904574,5,3,4,4,0.490179256128717
8,4,0.650628870886943,4,2,2,5,0.47896196984631
12,6,0.951165049009604,2,2,1,2,0.692137232247613
10,2,0.714129171158182,3,4,2,4,0.28556870007602
10,2,1.05938830689282,4,5,2,4,0.453888062414222
13,2,1.33899943367874,4,2,1,5,0.163546427589573
5,2,0.584944335827849,2,3,1,5,0.471218173308497
12,2,1.32111984351354,5,3,4,1,0.174876765266084
6,3,0.520393216698339,2,3,1,5,0.883298452597049
8,6,0.944655906549682,5,3,4,3,0.173865811902075
7,4,0.501036719104117,3,3,2,3,0.0392119957526677
6,2,0.575001212227872,4,2,3,5,0.359928575477678
10,7,0.810434926462229,4,5,3,3,0.241620261960599
13,10,1.15508610276665,2,4,1,1,0.127991092055789
7,5,0.699535795510727,3,5,2,4,1.38140446713966
7,4,0.678163896860641,4,2,1,4,0.186124200995477
4,2,0.726724060165201,3,2,1,2,0.402959721104369
7,4,0.841418309296145,4,4,3,1,0.403928779549893
8,6,0.769906508662161,3,5,1,3,0.211064941631326
4,2,0.679180306928925,5,4,1,4,0.165600411550856
10,8,0.776561975878674,2,4,1,4,0.0400465059980466
9,7,1.06618163517503,3,2,1,1,0.390801286971224
13,2,1.18449220206742,5,2,1,1,0.445210033372166
10,2,0.775843175321875,4,2,1,4,0.112046360947133
5,2,0.818171502471574,5,3,3,2,0.0950676464741837
11,6,1.19121588520347,2,4,1,5,1.32614345829513
6,4,0.561667151697551,4,3,3,4,0.325423104230427
4,2,0.431675828970088,5,4,3,2,0.135793281443401
7,2,0.719699563618184,4,3,2,5,0.334075852206385
5,3,0.476720054039074,4,5,1,3,0.11404165215672
10,8,0.816842410929275,5,2,4,3,0.0708065136475081
13,9,2.10350283959667,2,5,1,2,0.71329200333896
8,3,0.726743884728323,3,5,2,2,0.530213630935326
10,6,1.00984105090851,2,5,1,2,0.99846671241831
6,2,0.549648840365771,5,4,4,1,0.583273054854381
11,6,1.19166937995443,2,3,1,3,0.738162682438904
11,9,1.0498818496469,5,4,1,5,2.25680135769646
12,10,1.18861100370795,2,2,1,3,0.743313782928299
9,2,0.832184475344137,3,4,1,4,1.60321879688781
7,3,0.582522086255148,4,2,2,4,1.67341956132684
5,3,0.457810372736479,2,3,1,4,0.0982991195725009
8,6,0.865145985441888,3,5,1,2,0.346968080506197
6,4,0.528086008130296,4,4,3,1,0.111947219706297
11,5,1.00965986944948,5,2,3,5,0.335763974873879
7,2,0.751019569339388,3,4,1,1,1.59498872562444
5,3,0.518461019394636,2,3,1,3,0.207790495349151
5,2,0.634377504031609,3,4,2,4,0.815866579132561
8,6,0.856611920797881,3,4,2,1,0.113479020300483
10,6,1.12234527495746,3,2,1,1,0.43316668707727
5,2,0.955915109798465,5,2,3,1,0.0
6,3,0.575647561397318,2,2,1,1,0.163912462215208
12,9,1.54109326377082,3,2,2,2,0.975098518162568
6,3,0.677852573481279,5,3,1,4,0.500365145932767
9,7,0.692679931146094,5,2,4,3,0.580121034344326
6,3,0.615219525168448,2,4,1,1,0.0
13,10,1.33992206062865,4,4,2,4,1.2584497132861
12,9,1.27103560348721,4,3,1,1,1.00080860989877
11,9,1.01519814680336,3,5,1,2,1.93085010451211
5,2,0.867648843801896,3,4,2,1,0.280004073979023
8,3,0.633115201330517,4,2,2,1,0.108438090837556
11,7,1.06265252701733,5,5,4,3,0.581674196168059
10,8,1.08844281342086,3,4,2,2,0.49889265683905
11,8,0.974903473943062,5,4,2,2,0.303978309411014
6,2,0.619640196828055,2,2,1,3,0.794021873838646
13,8,1.0661361219978,4,3,1,3,1.40683581785975
13,11,0.956591135539341,3,2,1,1,0.958983069251344
13,11,0.935633655191935,4,5,2,3,0.641567231482701
5,3,0.488106665260421,3,3,1,2,0.0560318817487796
13,11,1.08184793015875,2,5,1,4,1.51535403269333
7,2,0.666322137862778,5,4,3,5,0.592027455331937
7,3,0.626725018741041,4,4,2,2,0.36039828181241
12,10,1.10712009211541,2,2,1,1,0.662041548309688
12,2,1.53585919818219,4,3,2,4,0.245580967599245
9,4,0.796314295781669,4,4,2,2,0.052634034583225
13,3,1.74201827421287,2,2,1,3,0.558543116944731
11,7,1.08196828691163,2,2,1,1,0.400001273138395
5,2,0.872156247016708,4,5,3,3,0.489234964387382
13,7,1.27872808654704,3,3,2,5,1.58886463339096
9,2,0.76105407146745,4,3,3,5,0.115896303790275
8,5,0.815907390110434,4,2,2,5,0.112356221044803
9,4,0.74764347680245,2,3,1,4,0.154221460172048
9,6,0.81232111267053,5,3,1,5,0.675224816622754
6,3,0.533244919662318,5,5,3,1,0.523144845870089
9,6,0.762194698599162,2,4,1,2,0.342181585296945
7,2,1.01564384828544,3,5,2,3,0.112632946069669
6,4,0.689542036334104,5,2,1,3,0.422445225082277
13,3,1.31960272133988,2,3,1,3,1.48327006408965
8,5,0.737843343516028,3,2,2,3,0.0719654222078431
4,2,0.585077728808429,2,3,1,3,0.112145225578465
6,4,0.510666805101257,2,5,1,5,0.420626172692972
9,4,0.840743683224214,2,4,1,4,0.357993770708325
9,7,0.957370416684869,4,5,1,2,0.222801366384827
5,2,0.715654214955019,2,4,1,4,0.208668530927563
8,6,0.593096960229671,2,5,1,5,0.507201644064264
4,2,0.530234369112216,2,5,1,2,0.293137030885265
4,2,0.732351385563465,4,2,2,2,0.0
12,4,1.3645080327916,2,3,1,1,0.0995526656218096
8,6,0.683760347977536,4,3,3,2,0.549454355955742
5,2,0.568829020520805,2,5,1,2,0.255453722293845
11,5,1.20599869440107,2,4,1,4,0.329949430156871
12,7,1.09088171024143,4,5,1,3,0.987871382886624
9,3,0.957259886722171,4,4,1,1,0.330410112881189
12,4,1.17533228737264,2,5,1,1,0.339191670231031
6,3,0.624065833850179,4,2,3,3,0.128349610420083
8,6,0.604516555758376,2,4,1,4,0.824038422676045
4,2,0.493202375902831,5,3,4,1,0.13395777382729
13,5,1.56749996839316,2,4,1,4,0.0672217819365571
7,2,0.763954519928573,3,2,1,3,0.864489888833572
5,2,0.680685576216962,3,2,2,5,0.373066538365745
10,4,0.909651977130801,2,2,1,2,0.536582290007184
7,2,0.774821557034757,4,4,2,5,0.109687531771035
10,6,1.31762074607571,2,4,1,5,0.766613919199124
8,3,0.842218081372,3,2,2,5,0.116622183334788
7,4,0.829737089221569,3,3,2,5,2.23259150545336
4,2,0.60415148034783,5,3,4,2,0.310280995027989
12,8,1.50432090975005,3,5,2,2,0.466330653700421
4,2,0.511422159606838,4,2,3,5,0.319795306681693
4,2,0.574510271088796,3,2,2,2,0.320540297361327
4,2,0.675705524892413,3,2,1,2,0.168745453074163
13,11,1.23901579231766,5,5,3,4,1.89475404612987
11,4,0.798607420307019,3,5,1,4,0.596616447941675
12,6,1.00881934470815,5,4,3,3,0.75769927022479
6,3,0.455722384904644,5,5,4,5,0.0
7,4,0.824771248909354,2,5,1,3,0.475891643179494
11,9,0.815552853078881,5,2,1,5,0.893500151741219
8,2,0.839300098793265,2,4,1,3,0.153903245533137
4,2,0.50400372679664,3,5,2,5,1.22400317324535
8,5,0.691990359387652,5,3,4,2,1.22270919506252
5,3,0.439379375386938,2,5,1,1,0.296008716336509
6,2,0.596909292856321,5,4,3,4,0.133038017960815
7,4,0.726924210596784,2,4,1,5,0.0600935548763758
8,2,0.914425067516455,4,3,2,5,0.220668280264146
5,3,0.72116731023969,3,4,2,4,0.0531894005984241
5,3,0.683230469926192,2,5,1,3,0.298548794587614
6,4,0.703366624661099,2,5,1,5,0.229249446646666
5,3,0.669101994804553,3,3,2,4,0.0
5,3,0.468856889615007,2,2,1,2,0.10428413802581
13,4,0.92193648762143,5,2,3,3,0.668108413302279
4,2,0.463528271545933,3,3,1,2,0.0787828262524452
4,2,0.743068450463177,4,5,3,1,0.0355100908032649
12,2,1.20056415228052,4,2,1,4,0.314489015542129
12,7,1.22305664383944,3,5,2,5,0.713967297067321
8,5,0.766799374510341,5,4,1,4,0.604883184320129
13,9,0.994021952447337,3,5,2,3,2.1325131568813
4,2,0.744257670779255,3,5,1,1,0.0455109827095962
8,3,0.66354778925567,5,5,3,2,0.211161337653673
8,4,0.808509345533065,5,4,4,5,0.163862315745839
10,8,0.822965947158755,3,5,1,3,0.186290966654772
6,2,0.928819825974073,3,5,2,1,0.267129974359644
12,10,1.14857596399092,2,3,1,5,1.04493903048363
11,4,0.963672406466748,2,5,1,3,0.350264114467142
12,9,1.37187275641294,5,5,2,1,1.01567032633742
9,2,0.839895766861467,2,5,1,1,0.0636837757745379
7,3,0.769501502498407,3,5,1,2,0.0138895786009348
6,4,0.675448620813202,5,5,3,4,0.33931800355624
13,2,1.42822013306596,5,5,4,2,0.425301672210159
7,5,0.819043716602629,4,2,1,3,0.342442159285745
12,3,1.59326267423098,3,2,1,5,0.547427758631765
13,6,1.39349727911865,3,4,1,4,0.666444296927113
8,2,1.0835704065609,2,5,1,5,0.549249866061282
9,5,1.11654951790021,3,4,1,5,0.347839477313078
